width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,quality
61,47,97.13147,153.51814,112.96556,112.80794,162.29993,125.86471,170.14612,166.70517,147.68896,182.19061,181.49535,193.94292,6.4289136,2.4106915,100.34919,209.45743,61.971146,146.05635,203.75513,111.89271,117.89059,35.866444,96.83565,5.163769,15.834091,-27.653435,33.248413,106.728935,43.746433119107785,11.349228,0.24911126242150483,0.6
42,40,72.170845,112.07089,59.001705,73.66734,157.23094,64.458206,170.78003,106.638535,149.21017,108.24176,170.74426,154.13184,111.03113,205.43335,54.656883,182.88844,32.339096,163.8788,203.8735,50.398342,167.42238,19.218939,6.9973927,0.6352996,-13.16914,-47.612686,90.21146,49.763042,48.71558731730052,-0.0357666,0.36254536756947764,0.6
53,40,73.00496,83.32471,71.513435,55.51498,137.79704,66.414116,140.3168,115.61693,127.06181,115.016716,141.80219,145.54933,110.92684,200.54361,69.23498,167.25125,48.163895,120.007286,182.30695,63.89467,1.4517972,1.609857,3.074232,1.3187714,-1.4915237,-16.910591,64.49231,62.575897,44.58115157569793,1.4853821,0.18908773741971263,0.6
64,42,71.62141,77.22942,81.30547,56.115288,118.821106,72.64581,121.49377,116.48396,103.03674,121.514114,113.54013,140.44563,94.18173,182.03516,51.55738,155.68921,29.284164,110.90139,154.85732,54.311523,2.8322072,2.2299967,18.426075,2.6478078,9.684067,-4.5836105,54.786102,51.663715,40.4320978938187,-7.953636,0.04999247907769533,0.6
78,55,49.80345,99.398895,39.49126,83.81069,106.77915,83.282646,105.51569,128.13342,96.67653,123.130005,107.519684,156.63556,88.41987,189.11627,59.752388,172.98065,40.611156,143.16447,141.06519,79.58925,96.54733,13.859777,6.7730494,1.5341239,-10.312191,-16.11625,59.353783,78.05512,34.48439193835744,2.0039902,0.05116097825206034,0.6
75,46,72.26576,83.7067,89.15627,60.25562,100.61852,82.01639,106.25882,112.90648,84.94991,128.34601,117.37903,135.66867,62.28515,176.96112,23.343357,146.04495,14.819073,83.96465,143.65335,60.46821,16.205196,32.401314,9.512555,10.381051,16.89051,-1.6903152,23.709034,50.08716,48.12816724347563,11.120209,0.14544240913600492,0.6
397,325,50.649445,132.49315,46.400917,122.741554,74.3407,119.035645,74.5361,141.05246,66.18883,137.9959,72.62174,154.37369,58.396557,171.0036,35.800568,154.32704,32.47763,132.12645,94.59972,121.60891,80.845345,78.23581,86.12697,59.876442,-4.2485275,-13.457504,9.384895,61.732468,20.42178986324799,-1.91436,0.11620896408173143,0.6
397,325,58.763847,126.85191,64.95565,122.63074,78.96201,136.99673,79.530426,152.60817,70.23438,158.86977,76.41628,169.68373,64.01256,180.56323,39.01718,159.02449,32.343338,132.56702,107.91615,118.623344,64.37669,97.24861,50.95345,69.36983,6.191803,10.144821,9.936279,49.253517,34.291743520482896,-3.1141434,0.01271982782815595,0.6
397,325,101.11365,121.80736,107.82741,117.52166,115.16675,128.41103,121.87715,142.89172,113.22513,148.31508,121.9443,157.65674,106.00801,172.0698,91.47983,166.98276,78.14058,159.30586,138.50084,99.74977,4.007344,3.426182,92.18502,62.381706,6.7137604,6.603668,41.784203,37.36806,36.95872485568914,0.0671463,0.11819950590351214,0.6
397,325,84.71817,97.20394,77.63456,89.411385,106.28147,80.900986,115.28794,98.64458,108.995735,106.26391,118.024796,117.49136,110.34129,127.886734,81.40112,119.83696,66.35972,101.37321,117.53214,62.944477,82.04452,33.263206,65.54337,11.86472,-7.0836105,-16.302956,11.9618225,51.079758,21.189945942916403,2.7368546,0.1244350466102413,0.6
397,325,103.23032,132.017,105.84403,121.96409,138.09053,128.09848,137.70409,151.10727,123.44478,152.94588,142.04645,164.40128,116.829575,173.63602,91.12498,158.71097,79.50437,120.52908,156.2827,110.51061,111.92705,61.165005,111.34097,20.921804,2.6137085,-3.918518,-1.4350052,89.588806,25.30391494108046,4.3423615,0.35573889545574444,0.6
397,325,41.583015,150.4285,35.839855,146.31458,64.21956,137.32951,68.32024,152.08116,64.46703,156.84076,67.249504,167.41011,47.742893,186.42287,23.764194,164.27704,18.461567,133.38837,89.59096,136.86368,69.16235,93.52246,64.63429,59.068016,-5.7431602,-13.098984,-12.9262085,77.79566,25.375675089159937,-1.0707321,0.33905645125853123,0.6
397,325,73.53177,121.600555,75.98626,114.88309,99.18159,113.85744,96.07704,129.69574,86.99556,134.6498,99.939354,144.6126,82.16972,163.48358,64.26819,147.48485,58.519318,134.9346,118.70365,96.541115,89.63485,68.33247,79.70002,21.347523,2.4544907,-7.7431183,20.051514,75.19359,26.095325441551743,3.8623123,0.18030649555724088,0.6
397,325,61.072914,180.29355,60.990376,175.83194,92.36276,165.99365,92.34646,188.91846,85.89033,191.58899,90.32293,200.04155,71.31176,214.58128,49.34409,201.39777,38.38568,173.2074,110.410126,156.08676,68.71869,120.16861,54.41237,104.57565,-0.082538605,-14.299896,-2.6245422,51.51111,20.58771012275218,-2.023529,0.5136315542061473,0.6
397,325,92.36216,92.0009,90.20151,83.77381,118.10504,79.31371,123.66154,93.6329,118.176254,98.05716,126.010826,113.13299,109.792694,129.86237,83.362724,120.447495,75.84091,98.62092,137.81396,73.29552,112.36711,66.520966,94.35021,38.737873,-2.1606522,-12.687187,14.847107,34.557644,20.607288603443056,2.349289,0.17221458696438185,0.6
397,325,62.28849,138.05032,72.100174,135.74658,73.44855,149.24426,65.34952,162.40819,54.27999,158.62354,63.14805,174.14662,45.39961,183.9742,28.806591,168.97665,20.311102,153.20206,90.30821,154.70357,77.847694,122.46071,88.63698,100.82992,9.811684,11.193939,17.455475,53.87365,17.721521100544805,-2.2014694,0.21545178852445024,0.6
397,325,33.3451,128.62518,32.659847,122.75632,51.359226,128.15295,56.741085,149.42097,48.42352,143.32709,53.63372,159.45168,32.209698,176.89235,14.082874,159.7947,9.417603,132.47554,76.696556,133.21094,48.422413,88.28311,32.986603,63.408936,-0.68525314,-0.472229,9.719223,69.802,25.83724986761269,-3.1073647,0.033990678705218214,0.6
397,325,62.876747,177.01688,57.062214,165.29977,84.65594,173.12105,75.79574,195.27269,67.07481,191.96866,68.53469,203.78871,50.555893,213.84506,31.107414,194.36415,25.226078,164.26337,108.699974,174.62857,66.98536,111.55001,78.84839,97.602005,-5.814533,-3.8958282,-1.0364075,77.026566,24.091250135993945,-7.2610474,0.4348502403259228,0.6
397,325,60.726284,101.28199,61.951126,88.93983,78.16313,103.502655,77.55972,119.178215,70.604774,124.37672,78.86274,133.14899,62.64293,149.61209,41.531136,133.91719,37.552917,101.42368,92.56934,101.01344,75.4306,62.32537,75.606285,50.04376,1.2248421,2.220665,12.483856,50.969685,14.619682503910063,1.3030167,0.242157979045575,0.6
397,325,62.981613,91.738914,57.53692,82.61097,87.27557,78.38559,88.762085,100.55572,1.9458401,1.5485129,98.390305,116.20792,77.97066,129.47612,54.99494,123.74458,50.006203,111.18269,107.78405,82.66336,75.92657,50.02308,59.851456,20.572426,-5.4446945,-13.353325,28.571724,62.090935,20.949866899153612,9.62822,0.22017207575950826,0.6
397,325,99.038246,79.568275,106.250725,72.03854,112.122635,82.991646,111.91843,97.564354,111.60527,101.66612,111.313545,115.27712,98.344604,129.3278,81.72933,111.59512,72.734665,90.50639,130.30592,81.21326,112.99568,46.25258,107.12827,11.771499,7.2124786,3.4233704,18.46785,69.44176,18.270047912553757,-0.6048813,0.19225678505646426,0.6
397,325,85.41914,74.15511,97.70197,74.36666,92.29138,86.445786,86.61385,101.26211,2.8933144,1.9256134,97.6492,118.3811,77.71186,125.92997,54.368904,102.90182,54.650124,70.76273,120.77147,73.16608,3.6685123,2.5410771,67.938614,25.704376,12.282829,12.290672,-3.6039276,47.4617,31.423972361233492,11.035347,0.10619687934121491,0.6
397,325,71.839294,130.37941,65.07961,128.44348,95.57398,126.30502,94.44006,141.27373,91.009254,141.30124,95.27946,154.91383,69.71549,171.61429,51.69532,166.63673,41.888065,150.10416,119.31634,125.74981,90.58804,82.59857,66.54349,57.81113,-6.7596817,-4.0743866,21.660675,67.938675,23.748846285958862,0.8393936,0.5106332193782142,0.6
397,325,52.689167,140.99,46.042698,135.95163,74.509926,123.6131,76.74749,146.08029,71.066376,146.33365,74.97676,156.97186,52.842247,175.93233,30.557913,157.87297,26.15011,130.5176,100.2968,127.92346,70.237686,79.70269,57.832733,61.176754,-6.646469,-17.376907,-5.4340363,66.746704,26.144637077571016,-1.7707291,0.4198138039212721,0.6
397,325,66.07703,127.15892,60.992977,118.0869,84.71564,122.80811,81.4086,137.52078,30.786709,51.233574,82.74283,150.08847,67.35368,177.36494,56.751106,170.88704,47.044533,159.84253,105.76722,108.2906,71.451935,79.811775,62.0743,52.071175,-5.084049,-4.350807,41.75563,56.21943,25.57200030896188,1.3342285,0.1214356266250618,0.6
397,325,80.10782,176.75775,78.94828,169.8962,104.43913,170.8058,105.706604,187.29295,97.79816,188.62234,106.054825,200.38583,90.73807,215.38083,70.27487,204.98486,60.64399,188.32738,131.34175,168.10713,103.63027,142.27736,88.05329,117.87052,-1.1595383,-5.95195,18.431183,50.23661,27.037634769506056,0.34822083,0.25386566898875507,0.6
404,403,52.694496,91.10049,53.70391,89.90741,76.55773,82.34428,81.30456,102.43875,2.48635,2.1780798,87.725174,121.10367,71.16763,130.78336,55.97362,121.54413,50.221752,108.314735,104.583755,72.37078,4.5738754,4.0630503,66.85799,41.757336,1.0094147,-8.75621,18.407326,30.613445,29.747749928770858,6.420616,0.04822425665194108,0.6
404,403,54.23338,106.84521,49.6455,100.74654,76.17611,94.36731,78.24193,109.72768,73.44382,111.65007,79.233055,121.322205,52.985306,138.86682,35.88241,120.67794,36.678547,98.07146,98.95185,96.29908,88.10487,73.013535,82.54212,59.50482,-4.587879,-12.477898,-2.6750793,36.79426,22.857518259348865,0.991127,0.28540540636876466,0.6
404,403,50.818024,102.87078,57.137676,91.55009,79.71747,99.599915,81.552765,116.13371,69.80001,116.75263,83.66856,129.51578,67.99467,147.31958,38.47253,127.53452,30.354736,96.16544,97.29508,100.90854,83.095856,67.134346,105.07274,38.27851,6.3196526,-3.2708664,4.6153564,62.630028,17.626258974899176,2.1157913,0.10177664593803626,0.6
404,403,101.8851,103.43105,100.598404,97.29384,129.94609,97.904915,134.06319,111.29914,125.30373,114.01023,135.44614,125.42474,121.80292,137.75967,105.45488,131.19496,99.46305,118.96005,147.65791,95.66077,118.71166,72.01256,117.26892,56.137634,-1.2866974,-5.5261383,21.666214,39.523132,17.85342706611653,1.3829498,0.016862304284756657,0.6
404,403,44.38821,98.480385,50.39576,87.82143,74.26868,92.292274,79.82297,105.297195,70.715645,109.05452,82.31816,120.61239,65.5849,140.24466,34.15415,124.882164,28.311209,95.717545,93.874344,91.28858,79.67206,62.142563,98.80822,41.07899,6.0075493,-6.1881104,7.896118,50.20959,19.631341825878597,2.4951935,0.06567913846907403,0.6
404,403,60.52838,100.605515,62.868835,92.59573,86.79019,94.145325,95.08049,102.92421,88.55264,106.03211,107.60029,116.50229,75.470184,132.42079,45.356773,120.40827,42.172592,88.21742,106.768875,81.541916,61.06437,68.47619,48.06239,44.438705,2.340454,-6.46019,-4.378311,37.10321,23.621890419295102,12.519798,0.32195153682200317,0.6
404,403,40.798164,94.91557,45.886993,87.87314,64.27997,100.111305,67.586105,111.326515,62.494247,118.06567,68.87488,127.070496,50.93448,137.56177,36.388382,132.37408,30.798748,124.17665,82.145035,96.77869,65.356705,71.3728,57.636665,51.9293,5.088829,5.195732,36.303513,44.84939,18.17324818380231,1.2887726,0.03871923085745044,0.6
404,403,46.808563,94.3519,45.201412,82.58515,62.904804,97.64755,54.8529,110.76804,49.141273,116.14278,54.98819,124.94203,44.615307,134.53743,29.214478,121.34517,27.076763,101.8618,81.354866,101.28459,60.988125,71.16417,80.311905,41.622875,-1.607151,3.2956543,19.27665,59.661716,18.80512787469552,0.13528824,0.19020868644311073,0.6
397,325,71.29302,137.50851,67.60414,129.94171,94.41044,126.38062,101.47888,142.79234,93.11318,145.15135,100.75208,160.95572,86.807014,174.86023,61.450985,159.71753,48.094383,134.02557,115.68728,125.81493,81.000565,84.06294,71.39656,73.401855,-3.688881,-11.127892,4.0838623,52.41308,21.284358892465242,-0.726799,0.20934879003758655,0.6
397,325,62.28849,138.05032,72.100174,135.74658,73.44855,149.24426,65.34952,162.40819,54.27999,158.62354,63.14805,174.14662,45.39961,183.9742,28.806591,168.97665,20.311102,153.20206,90.30821,154.70357,77.847694,122.46071,88.63698,100.82992,9.811684,11.193939,17.455475,53.87365,17.721521100544805,-2.2014694,0.21545178852445024,0.6
397,325,62.876747,177.01688,57.062214,165.29977,84.65594,173.12105,75.79574,195.27269,67.07481,191.96866,68.53469,203.78871,50.555893,213.84506,31.107414,194.36415,25.226078,164.26337,108.699974,174.62857,66.98536,111.55001,78.84839,97.602005,-5.814533,-3.8958282,-1.0364075,77.026566,24.091250135993945,-7.2610474,0.4348502403259228,0.6
397,325,57.428833,126.34,53.540684,116.80627,87.307495,117.441154,86.21626,138.41573,78.60266,141.85283,83.446205,153.13844,73.339005,164.9692,46.180946,143.52165,35.63843,117.60846,111.41457,127.89601,97.806526,84.71956,98.73131,43.4143,-3.8881493,-8.898842,0.8021927,84.48171,26.276515532883145,-2.7700577,0.24217942098338074,0.6
397,325,81.48429,77.68175,92.93962,73.65732,101.07488,85.53845,100.88176,98.04279,95.92938,104.54161,100.656166,117.39982,88.10597,126.441376,64.40478,110.88411,56.57968,80.60364,122.863625,73.27225,88.296875,40.402542,103.95044,9.352357,11.45533,7.8567047,6.9463196,63.91989,25.004180886865438,-0.22559357,0.06600933297822231,0.6
397,325,50.993324,138.93121,47.535934,128.72446,69.03586,127.79999,68.52939,141.48624,65.21792,143.53668,69.7685,159.69139,54.071854,174.44919,41.082584,161.17079,37.98385,142.72845,98.05002,110.85741,39.39558,93.81459,22.436325,86.13342,-3.4573898,-11.131226,14.003998,24.723984,33.59869858348018,1.2391129,0.09060869268189875,0.6
397,325,72.70024,88.70405,70.79865,96.16835,97.00615,73.326294,98.62915,94.90415,91.30246,95.81606,104.355896,111.331024,87.10021,123.90593,60.47072,111.731766,45.99444,85.89113,114.79501,69.46047,80.1901,30.650867,79.18066,6.9328523,-1.9015884,-15.377754,-10.277222,62.52762,18.20407277852904,5.7267456,0.6376015334855095,0.6
397,325,99.038246,79.568275,106.250725,72.03854,112.122635,82.991646,111.91843,97.564354,111.60527,101.66612,111.313545,115.27712,98.344604,129.3278,81.72933,111.59512,72.734665,90.50639,130.30592,81.21326,112.99568,46.25258,107.12827,11.771499,7.2124786,3.4233704,18.46785,69.44176,18.270047912553757,-0.6048813,0.19225678505646426,0.6
397,325,69.010475,175.36179,65.61318,165.938,97.044975,164.08884,100.93297,176.11719,94.87884,184.43181,106.1505,195.03218,78.46316,215.1212,49.26803,203.60901,35.308743,178.36308,119.38171,154.03543,86.676605,142.90143,48.59429,112.01227,-3.397293,-11.272949,12.425079,42.023163,24.49490798628478,5.2175293,0.44775630060470806,0.6
404,403,39.108692,99.45277,48.25463,96.77201,51.082413,109.1989,46.329414,120.387405,38.1231,121.16683,49.851723,131.15802,31.848759,146.42868,12.106682,133.19319,10.747191,113.40078,63.68453,107.80747,62.535404,78.61651,77.81556,60.30722,9.145939,9.746132,16.628769,47.50025,12.678698077235286,3.5223083,0.03957151894881705,0.6
404,403,81.27015,167.4579,86.87586,165.31674,97.96148,173.9988,96.43681,186.09106,87.55641,190.55753,95.87358,198.01508,76.82163,203.29771,63.114197,197.10585,52.6162,179.8639,116.0528,166.4616,57.35649,127.057526,34.44218,110.47282,5.605713,6.5408936,14.547165,55.988777,19.598607005664682,-0.5632324,0.39071264458681,0.6
404,403,99.00573,155.77483,106.0429,153.41284,107.598755,164.17567,101.060776,175.03717,90.00412,169.85596,107.06033,190.63315,95.24481,205.74138,84.47283,185.44049,76.18626,162.78864,118.128044,157.07297,135.04198,107.079445,120.943596,113.12467,7.0371704,8.400848,9.375793,43.948296,12.70095970607465,5.9995575,0.44929220430923245,0.6
404,403,70.828445,153.16544,77.521355,148.26662,85.04998,154.1372,85.541405,162.90852,84.16097,174.50656,91.76416,180.94444,76.565674,194.73604,55.846436,178.80286,49.492355,154.42923,99.98712,136.16232,60.91704,110.04457,47.10875,83.38134,6.6929092,0.97177124,6.162613,52.780983,23.371235520658406,6.2227554,0.057108682761827456,0.6
404,403,77.90682,154.17236,83.919136,148.3454,91.10318,157.21133,84.93761,164.68027,81.64018,171.54684,89.44313,177.99611,81.86891,199.83919,60.571754,179.22235,54.343178,153.7742,106.82436,139.17345,71.92391,116.91739,61.05992,94.0448,6.012314,3.038971,5.4288025,45.128647,23.927411214976612,4.5055237,0.14583182834412645,0.6
404,403,89.43462,160.37704,99.11539,151.07063,105.29602,163.61516,93.68036,174.95233,2.712645,2.5749664,96.78819,189.22057,82.791405,196.59488,68.45943,183.88297,61.381638,165.2272,126.62307,150.72449,104.685074,118.86577,102.01909,112.74282,9.680763,3.2381134,14.15657,37.981667,24.920120846531056,3.1078339,0.14945107533871682,0.6
404,403,88.86955,163.18901,82.997696,154.30016,113.056015,150.87578,121.9802,166.21648,116.54216,168.95296,123.82501,182.89328,111.094376,198.18109,75.70093,175.98103,59.769833,142.13095,135.41364,133.91753,96.69495,111.18413,85.90791,100.86176,-5.8718567,-12.313232,-12.169205,33.055763,28.061459193501296,1.8448105,0.28506913096664155,0.6
96,71,103.43487,109.08373,100.63633,92.257454,137.0731,120.32934,125.30435,155.88004,110.91416,163.13779,130.35431,183.03021,111.438705,212.50438,72.91274,182.82187,64.99735,124.27727,170.69215,102.171036,153.10056,51.437218,174.91818,13.805699,-2.7985382,11.245605,32.019814,88.36534,38.20948054083551,5.0499573,0.4225522164876907,0.7
55,44,76.27468,133.25275,70.30882,112.09451,121.864914,98.91741,133.65887,129.1817,118.45444,138.70055,137.77357,159.99904,92.835846,202.7733,41.29885,165.3476,27.877798,115.740005,174.05357,93.89618,135.80556,62.64624,177.8155,29.565456,-5.9658585,-34.335335,3.6454926,64.33072,52.429657397434774,4.1147003,0.2714254185199094,0.7
141,92,91.10805,101.243454,111.124756,87.08183,126.801926,111.242935,121.68788,155.57617,1.0776479,1.1799629,127.358185,183.06383,103.53049,211.9005,57.34708,180.33453,36.323845,111.08862,156.57632,88.374725,80.99687,28.187952,77.49933,5.762979,20.016708,9.999481,24.00679,82.61175,37.542906724931214,5.6703033,0.1320949234972426,0.7
78,65,101.07365,90.68807,113.08602,83.86716,139.59505,112.40822,129.79315,147.85391,113.34729,152.88046,132.68822,168.90373,96.06751,193.09393,49.923462,151.84952,38.91394,96.84469,160.16101,87.49385,132.12595,43.0909,125.291466,14.068417,12.012375,21.720146,12.977531,73.42543,32.30610749455106,2.8950653,0.16491974931213393,0.7
138,116,100.77115,99.13345,107.545135,91.07604,132.69615,111.15273,126.78834,140.98026,111.34282,139.03682,131.56638,162.75258,109.638,178.68063,73.08625,151.71237,54.791595,118.527985,166.63411,103.63525,125.29085,49.613388,113.349205,27.52218,6.773987,12.0192795,27.451942,76.11307,34.760575103599336,4.778038,0.13017438046579288,0.7
55,43,1.7115285,1.6510708,1.4581448,1.7303313,127.75708,118.017105,116.61577,154.41353,0.8158409,0.75646794,123.431946,186.61615,101.26646,200.61261,69.974,176.45956,54.940735,131.68149,165.61923,89.31247,2.747258,2.2868855,141.53352,7.0863247,-0.25338376,116.366035,129.95116,82.22614,47.51314205246434,6.8161774,1.7535031968819346,0.7
72,64,93.860214,147.28275,79.69429,133.13171,131.98901,132.79413,136.49266,160.20424,126.194824,164.53883,132.8105,177.85321,115.81534,201.97678,84.551056,183.09393,58.45009,154.68544,168.59402,124.07447,101.345146,71.257614,76.53105,35.171345,-14.165924,-14.488617,21.553726,88.90312,37.629234155991945,-3.6821594,0.23673950501391428,0.7
181,144,5.9265246,2.8748965,2.8720171,2.5379322,131.82718,106.06619,124.51059,135.8614,114.33615,139.2991,122.7661,161.49039,106.40452,172.68849,93.63787,143.48154,87.25904,107.33981,159.92036,108.06046,121.7922,56.37967,114.65281,18.800228,-3.0545075,103.1913,104.80188,89.26024,28.16388079509757,-1.7444916,3.2171485772578583,0.7
48,37,91.32595,63.68171,81.4427,36.26328,144.74075,85.93855,141.62532,116.58972,2.9597735,1.0512562,150.89099,141.17413,135.52838,181.28522,103.77911,153.46231,98.14492,112.5026,186.39934,69.11616,22.678938,10.111314,48.049232,10.606653,-9.883247,22.256844,76.23932,58.509506,44.92694798110277,9.265671,1.6357349659524263,0.7
101,86,3.4774585,2.607095,1.6582282,1.2674885,136.65181,90.19328,142.6302,109.9704,129.71889,137.12627,156.4405,142.54114,127.721466,179.91885,82.80893,144.51219,73.61368,88.9687,182.68129,59.861465,101.9349,34.399864,96.23577,14.263506,-1.8192303,87.58619,87.70121,45.59796,55.124696714150886,13.810303,2.2178968126174388,0.7
75,68,120.44659,100.24008,116.30408,88.53152,159.75337,104.4528,152.05217,140.42743,139.7377,141.5497,157.63991,163.09369,134.54475,185.7858,78.72667,145.28482,64.86931,76.31334,186.60487,88.438065,131.15912,35.25759,144.90012,17.893423,-4.1425095,4.212715,-12.218178,70.54464,31.264593128742888,5.587738,0.25018875742683144,0.7
81,58,95.94471,95.22671,84.03519,93.15689,131.64923,71.1726,129.01404,114.93167,0.8518202,0.61542577,154.93481,122.056015,120.20063,167.05594,85.25833,154.27252,65.03094,112.19317,111.33278,15.625988,58.756844,16.741816,50.324905,6.564171,-11.909523,-24.054108,19.036278,9.061817,59.14545040687327,25.920776,0.19837101361147336,0.7
111,98,81.92591,90.987305,94.42967,85.977745,108.85638,96.920166,108.846756,120.14861,98.81527,130.02242,112.776024,147.66281,87.88791,174.20908,60.539257,149.44453,47.54989,111.074,133.91864,80.311554,84.0897,46.571976,78.52589,16.818369,12.503761,5.9328613,25.096252,63.493187,30.0659782105664,3.929268,0.1561465579258352,0.7
73,58,143.1496,103.502815,150.1662,88.992485,170.80695,116.578636,156.28688,148.99849,2.1137388,1.7878845,175.32965,169.86131,149.08105,200.32968,105.19639,151.92068,93.35265,80.27788,194.79938,97.465836,72.34787,51.518066,50.143204,26.755291,7.0166016,13.075821,-8.714607,70.71054,30.674678852996937,19.04277,0.051658258455110184,0.7
88,77,88.376686,87.658585,92.07634,68.0916,124.015686,93.82322,110.0393,137.14871,1.2442601,1.2755678,128.38382,162.23106,100.684685,193.63728,65.127686,171.61397,49.889492,132.24355,149.07715,65.04434,77.55617,23.115414,62.148792,6.3035607,3.6996536,6.1646347,64.15195,58.740784,38.161507753133016,18.34452,0.2572267061708904,0.7
173,146,108.05031,100.47522,104.703026,75.42535,150.40881,82.93175,156.7528,111.692314,141.86975,125.88149,162.12148,143.8977,135.9552,175.69531,79.51547,160.40565,57.197304,120.03196,183.91605,69.09966,107.40332,38.02783,102.21108,6.2435718,-3.3472824,-17.543472,44.606613,62.85609,36.24998216356338,5.3686676,0.20311256200941408,0.7
201,156,120.26926,81.83394,125.00879,72.20463,148.83731,101.1614,125.35169,140.36699,1.1050249,1.1497442,145.3631,164.4185,118.77046,194.88783,76.58747,158.91553,70.077095,98.10069,178.99632,74.856575,117.18413,19.155663,104.39951,4.6004906,4.7395325,19.327461,25.896065,70.25609,40.01886810623781,20.011406,0.3085160071635995,0.7
65,54,94.997604,68.57684,113.54399,73.24014,144.69502,82.67469,132.53535,114.04476,1.2414112,0.6564325,151.09296,137.80482,122.2642,162.80164,78.9411,119.855736,50.91194,77.70942,178.99333,67.51087,144.98485,29.777935,140.94304,8.063131,18.546387,14.097847,4.4692764,59.44774,37.50087212145721,18.557602,0.29184037170969157,0.7
72,63,4.0018525,2.2458644,2.0890348,1.8623109,136.5321,100.724236,134.45105,134.22545,114.27348,147.50063,131.9018,159.58461,108.059715,180.4163,67.57402,148.76062,59.830864,99.14131,171.2256,93.74492,117.331856,51.010498,105.712456,6.1849585,-1.9128177,98.47837,97.279,87.55996,35.3885514724168,-2.5492554,1.4564548626193434,0.7
135,104,108.34227,93.00089,114.89776,71.81202,147.31201,94.50956,145.61311,122.62369,1.288327,1.089535,147.25491,145.83682,123.60009,168.25052,79.03505,131.14806,66.96598,75.16466,187.10072,56.144962,123.0588,25.2817,111.27698,6.9702334,6.5554886,1.508667,3.3526382,49.17473,55.271908725921506,1.6417999,0.0783164665757734,0.7
81,54,60.833862,81.70613,53.388645,67.376144,102.14169,55.603657,97.652504,97.1507,0.824248,0.33974022,129.48917,127.30251,89.25666,177.01013,46.216423,160.46913,21.69476,110.48196,137.9344,30.418861,0.9738363,0.928051,1.6553414,1.3889138,-7.445217,-26.102474,43.105812,29.029947,43.76519120225332,31.836662,0.06547226217682844,0.7
196,128,108.2715,104.4852,117.113106,96.376656,132.3059,117.175285,129.42186,151.55818,1.2162702,1.222779,133.1304,180.285,109.221146,200.09998,73.166504,161.0224,65.92935,101.44164,156.38855,90.35993,107.51242,49.068035,99.57573,25.75689,8.841606,12.690086,5.064987,64.60304,36.042163351755995,3.7085419,0.27491289016894793,0.7
90,84,54.57668,114.58513,62.413246,100.29124,67.29366,119.25149,71.07204,131.3912,9.232994,7.4782352,68.90593,157.23474,57.326653,175.374,37.341454,129.83966,23.056023,92.501816,94.53148,105.60825,43.178825,66.62945,41.999523,46.335747,7.836567,4.666359,-7.789421,59.272507,30.463690740560917,-2.1661072,0.20570899585030777,0.7
68,42,10.712055,7.239189,128.88673,69.76776,151.50493,90.18677,151.66031,121.26289,3.2761075,0.072728455,165.79706,133.14894,149.11389,163.0666,98.49931,133.45546,67.647026,56.57447,176.37465,63.35068,135.09264,33.567585,105.91999,7.0311966,118.17468,82.94758,-13.193291,56.319485,36.58795597147103,14.136749,0.19329567074970733,0.7
71,44,97.88286,127.504944,107.151535,113.51953,127.550674,131.24786,115.26276,165.37407,1.3187684,1.5022337,120.688675,184.64038,97.39348,208.73958,65.138405,174.44536,59.429398,109.201065,147.48524,126.288246,126.61443,73.89688,139.79042,24.655888,9.268677,3.74292,-4.318466,101.632355,20.542271063066664,5.4259186,0.08685263448296854,0.7
114,87,85.15826,131.10231,81.11376,119.382355,130.75159,116.864,137.28278,149.07895,113.383156,167.59026,149.2142,190.5415,9.035941,4.3087883,62.377968,206.39717,60.3384,140.13087,172.85797,87.15638,121.9862,47.8751,107.19816,23.625,-4.0444946,-14.238312,20.74852,63.53138,51.53144871368203,11.931427,0.581009091516338,0.7
184,148,114.57588,117.005684,117.76948,106.082794,151.54776,118.359985,152.52065,149.99158,130.64885,153.91739,158.10057,177.54132,133.99763,203.49977,90.888794,160.31224,67.6354,96.770615,187.17526,86.69026,92.445045,35.062397,106.05517,13.144778,3.193596,1.3543015,-9.31218,73.54549,47.66854641647115,5.5799255,0.11018564733376723,0.7
184,156,59.762604,133.09448,65.12014,108.56955,86.34566,121.032394,80.52157,150.70447,2.4656498,3.1020565,92.75033,165.3937,77.08766,195.59976,44.04621,179.80186,33.643406,148.52432,103.79509,116.10032,72.30871,77.04121,74.96083,50.469368,5.3575363,-12.062088,39.954773,65.63095,18.133065347151128,12.22876,0.22790129719865448,0.7
68,35,84.71555,124.6924,93.417175,111.02556,112.89604,117.29394,103.51428,143.54413,1.9522034,1.6615545,113.375854,165.85767,94.78397,184.65694,68.27039,160.88338,58.901978,122.13205,140.69511,106.98022,76.74693,58.35288,60.249596,31.7085,8.701622,-7.3984604,11.106491,75.27171,29.6506535100242,9.861572,0.10848614554171898,0.7
