width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,quality
38,32,31.636887,94.07542,86.71755,93.85606,92.930824,91.53165,139.3935,92.352325,82.90329,126.73518,102.41306,124.19298,100.36887,152.13605,82.73848,167.4416,58.85516,152.06735,43.531445,125.31292,80.692535,68.48402,47.99994,60.057644,42.509956,32.879776,4.0475006103515625,3.8142624,0.18687617958940828,15.323715,11.894558,1.4222641,65.25528,0.6
69,59,55.719433,25.832552,111.15586,29.48209,124.47915,21.260498,169.34015,23.889832,117.87492,75.23875,147.66437,44.87357,151.70917,92.85145,115.427505,121.554825,77.60791,97.54754,60.109055,65.94495,6.449808,2.2715228,3.742531,2.123962,5.8592024,1.2472532,10.164312362670898,6.719063,0.002875018938377827,17.498856,4.3896217,9.2938,63.820984,0.6
409,345,38.244747,119.054504,78.697395,119.34879,83.77381,119.21266,84.17642,119.403824,80.50291,148.6474,97.898705,138.50835,97.08223,165.56647,80.37233,180.35217,59.96616,166.5636,54.388775,140.21944,70.04699,86.94707,31.555372,84.89465,33.340813,39.106186,0.48545074462890625,1.8055115,0.07414769682179667,5.577385,16.144028,8.427963,55.324783,0.6
409,345,66.19417,110.62088,124.52906,118.53995,146.5538,118.28749,173.51242,120.47113,113.06477,161.925,143.72415,150.05331,136.34436,173.17198,112.9628,183.55513,86.18942,162.52605,81.59436,128.55591,153.57355,83.526665,105.92579,89.30436,111.3586,55.008133,12.717971801757812,11.464287,1.0745921317314786,4.5950623,15.400192,33.369095,39.25155,0.6
409,345,71.07607,151.49625,108.66247,154.08012,130.92738,157.12653,155.8339,166.52957,102.55316,197.0291,9.989859,11.099193,132.02254,197.61353,114.742584,220.34378,89.51309,201.8026,79.47116,165.98021,135.61699,131.55951,113.64399,121.76079,70.909,61.50115,18.442886352539062,6.1093063,0.6489236041919733,10.041931,8.395088,31.04889,44.21942,0.6
409,345,72.61653,102.87765,116.20916,104.69715,131.54752,102.75573,155.33171,102.84676,115.15472,135.51457,132.76118,116.55559,135.72055,144.25554,118.81778,157.21808,94.045586,145.275,83.91354,127.08072,114.94084,70.325165,86.358475,82.80299,73.455055,59.587364,2.8056640625,1.0544434,0.40094568659974783,10.132042,11.297012,8.433853,44.277725,0.6
409,345,86.37172,143.12729,110.87153,149.0621,122.30878,143.55824,136.58214,149.74138,110.70714,173.1728,121.26615,163.80122,123.542694,189.57407,108.52251,204.94508,93.18703,189.15291,91.30871,168.1371,122.15044,124.47715,100.32486,133.07831,89.90227,117.15729,12.117950439453125,0.16439056,0.2429101973240767,1.8783188,4.936989,5.0357056,35.058792,0.6
409,345,60.262627,148.19702,81.8974,148.54333,109.99031,149.81744,122.53383,151.13516,84.615166,180.0282,101.33333,165.74544,101.24008,195.3115,88.678406,207.30754,70.88685,188.5036,69.76516,162.13333,101.87067,128.8959,61.801716,138.32127,50.85811,117.89724,4.212249755859375,2.7177658,0.14581619032248994,1.1216888,9.502533,17.894867,23.812057,0.6
409,345,9.624501,8.341997,6.0442986,5.9582376,7.912413,4.847332,9.2726755,10.27348,115.24277,132.86314,123.59637,135.87704,123.58987,151.60378,114.33365,159.96812,84.86367,126.890274,82.85052,93.830475,116.41612,64.14448,94.03459,62.53041,106.72553,29.309366,5.947208722432454,109.19847,5.173220742988493,2.013153,73.22601,39.03267,31.300064,0.6
409,345,39.952713,117.809875,82.63842,119.30513,98.64151,117.06952,108.98755,120.229095,83.46672,152.47968,95.90292,134.95097,96.32688,164.33298,84.59442,176.75293,62.269424,158.37868,52.43539,132.5318,84.45732,89.33849,43.26985,87.98524,35.926033,81.451744,4.6548309326171875,0.8283005,0.36566479214648817,9.834034,12.482677,19.947876,44.546562,0.6
409,345,45.66961,96.362854,94.02439,101.040184,96.01783,99.0659,150.42569,96.786476,97.17605,132.89195,113.257095,127.58971,114.23288,148.64287,97.75885,157.67961,70.96578,142.21143,65.35962,116.0132,87.60939,61.99743,63.310528,81.35823,52.279686,67.675186,6.956756591796875,3.151657,0.2909032835025851,5.606163,19.69001,16.878754,34.65497,0.6
409,345,69.80637,95.52073,127.48407,95.95009,106.170006,97.08363,137.38168,99.11896,130.79257,124.465546,148.54048,115.494125,149.31616,152.9874,135.73456,161.35269,103.119,144.84229,85.219925,117.9397,99.80461,59.95186,75.200806,65.551994,67.21442,37.10278,4.731773376464844,3.3085022,0.22866001048533413,17.899078,15.413551,6.5258484,52.387703,0.6
451,338,73.86478,86.105995,99.07942,88.61347,115.11664,84.4954,129.34659,88.3571,99.61927,113.46707,113.41913,105.63451,111.19144,129.64069,101.77442,151.43776,87.73075,134.22025,83.06138,110.375946,135.64137,66.12825,85.68217,72.96651,81.41658,58.588284,6.369178771972656,0.5398483,0.3463506358393825,4.6693726,9.196602,3.0911255,37.40944,0.6
451,338,51.513466,89.37555,90.89563,89.846016,106.09265,84.53586,124.677925,86.23346,91.036255,114.58075,109.40278,100.18776,110.61883,126.09108,100.50348,146.8798,79.18092,134.70798,73.238235,114.12122,99.33527,61.634815,75.71347,52.19373,70.188705,20.264008,8.452247619628906,0.140625,0.26510273751435187,5.942688,21.72477,0.45952606,61.927494,0.6
451,338,68.04167,90.24751,95.292595,91.40483,96.64317,88.26986,122.29611,89.75451,97.57773,121.07289,114.25513,108.98647,113.12788,133.931,100.173004,148.73247,79.12498,134.56921,72.34455,115.36043,99.69271,56.101906,78.04069,67.427376,62.31845,56.10391,3.6279754638671875,2.2851334,0.07108685276431315,6.780426,4.3028793,5.7124634,47.933052,0.6
409,345,60.262627,148.19702,81.8974,148.54333,109.99031,149.81744,122.53383,151.13516,84.615166,180.0282,101.33333,165.74544,101.24008,195.3115,88.678406,207.30754,70.88685,188.5036,69.76516,162.13333,101.87067,128.8959,61.801716,138.32127,50.85811,117.89724,4.212249755859375,2.7177658,0.14581619032248994,1.1216888,9.502533,17.894867,23.812057,0.6
409,345,9.624501,8.341997,6.0442986,5.9582376,7.912413,4.847332,9.2726755,10.27348,115.24277,132.86314,123.59637,135.87704,123.58987,151.60378,114.33365,159.96812,84.86367,126.890274,82.85052,93.830475,116.41612,64.14448,94.03459,62.53041,106.72553,29.309366,5.947208722432454,109.19847,5.173220742988493,2.013153,73.22601,39.03267,31.300064,0.6
409,345,39.952713,117.809875,82.63842,119.30513,98.64151,117.06952,108.98755,120.229095,83.46672,152.47968,95.90292,134.95097,96.32688,164.33298,84.59442,176.75293,62.269424,158.37868,52.43539,132.5318,84.45732,89.33849,43.26985,87.98524,35.926033,81.451744,4.6548309326171875,0.8283005,0.36566479214648817,9.834034,12.482677,19.947876,44.546562,0.6
409,345,69.80637,95.52073,127.48407,95.95009,106.170006,97.08363,137.38168,99.11896,130.79257,124.465546,148.54048,115.494125,149.31616,152.9874,135.73456,161.35269,103.119,144.84229,85.219925,117.9397,99.80461,59.95186,75.200806,65.551994,67.21442,37.10278,4.731773376464844,3.3085022,0.22866001048533413,17.899078,15.413551,6.5258484,52.387703,0.6
409,345,67.21826,95.40718,101.12656,98.31564,101.69632,96.23246,131.19128,95.41608,102.68434,128.73846,119.50156,115.780754,117.569016,140.39426,103.84027,154.19089,82.96284,135.7343,81.87753,114.953766,120.6555,71.6483,56.18712,37.934116,61.041363,14.360302,3.9456100463867188,1.557785,0.19561547176844063,1.0853043,14.659271,13.7846985,77.01965,0.6
451,338,71.461395,90.63253,103.70372,90.47638,105.21194,87.85272,137.1908,87.11583,105.970245,118.50865,125.386314,117.080666,118.55629,136.81348,105.8271,145.64827,88.83037,131.04248,80.611115,112.95384,99.160904,72.94856,81.15708,69.2212,88.862595,38.9321,6.140357971191406,2.2665253,0.036247487404269085,8.219254,9.149719,5.5548096,43.732643,0.6
451,338,109.63276,139.21997,129.18918,140.2069,130.31627,138.51411,131.13924,138.00252,127.33226,161.46895,143.1378,164.43654,144.66806,190.78687,131.43398,197.81587,113.77601,173.1648,109.57997,141.1112,115.178375,113.102264,82.74034,125.19232,82.43498,81.753235,2.9102325439453125,1.8569183,0.41650161931173457,4.1960373,-0.05278778,20.357742,15.918884,0.6
451,338,120.850006,121.75745,145.05974,132.74174,143.88626,128.35637,155.0428,137.77484,141.72162,168.25021,153.09302,162.57428,157.87946,182.89366,148.60637,194.06136,122.89743,164.07709,123.89117,125.827805,140.6924,98.68667,131.71463,96.09488,124.03773,93.462074,20.40277099609375,3.3381195,0.33509036491354594,-0.99373627,3.0411606,42.42241,29.732925,0.6
104,73,61.730885,84.00866,135.60689,90.032745,147.80962,82.91235,182.24959,83.110695,137.43834,129.80739,157.85994,124.54654,156.78409,167.78717,129.24652,196.90283,99.32494,169.84193,94.68694,119.02282,139.31467,47.947628,90.04273,47.53061,80.312195,16.28726,10.03326416015625,1.8314514,0.4109391478898464,4.6380005,32.95606,10.784569,71.49221,0.7
112,84,42.0124,97.44621,114.75752,98.7855,152.20378,87.227425,202.66798,92.113525,114.40285,191.27438,158.94801,127.93911,150.31827,200.62724,4.2498703,2.7646585,63.129517,206.51884,54.343903,149.45882,127.73083,43.02838,78.536575,48.728462,68.585655,5.807315,16.890762329101562,0.3546753,0.5763843354932241,8.785614,12.331501,41.815567,100.730354,0.7
54,38,65.23854,124.07878,127.731415,107.69363,124.658585,105.49038,171.1716,90.40035,138.0743,158.50803,170.77422,130.25339,162.85997,170.1455,135.00317,190.04161,108.73618,182.8057,98.003815,163.48233,125.93853,74.50154,78.135086,71.54164,52.70119,19.887972,35.881675720214844,10.34288,0.6367351437975282,10.732368,32.765274,-4.974304,91.94069,0.7
62,57,213.85703,118.725586,98.13434,96.31269,114.11287,84.23108,158.23448,79.569214,101.00097,148.21828,149.74797,134.04523,140.65663,176.46442,102.07297,198.07846,58.795753,174.7145,48.227837,132.41289,101.24345,66.672066,60.959934,58.240417,40.400105,31.399006,51.23798370361328,2.8666306,0.042368279214106463,10.567917,-165.62918,15.805389,74.17247,0.7
118,86,44.32634,97.725586,116.90493,102.35019,196.04088,103.92964,202.22081,103.84401,119.00339,161.95221,165.61754,153.96613,157.66801,187.61552,130.42696,209.96608,92.887314,179.18254,80.17099,129.7593,185.54347,52.74314,101.49942,65.31537,72.62533,31.364754,8.473541259765625,2.0984573,0.20838835334062522,12.716324,35.84465,32.192917,64.443924,0.7
79,63,50.53393,93.14886,119.19799,103.33129,112.44334,93.61323,152.00143,100.302246,106.21768,159.13261,129.79565,143.6875,118.759796,172.45563,106.93497,180.5972,80.156525,159.74864,69.15146,120.88804,127.90457,64.42875,82.89581,50.35487,68.236435,18.616135,16.87145233154297,12.980309,1.6676123212922174,11.005066,18.617527,38.244576,70.53317,0.7
69,62,64.20852,103.77543,99.05783,106.967865,152.13297,103.256355,155.50996,102.950775,99.80565,162.44919,134.27759,155.78198,126.76816,192.30899,100.163155,203.4729,73.521385,176.22836,74.4998,133.34888,138.66989,71.105896,90.72645,62.896072,72.94896,32.30294,5.46051025390625,0.747818,0.35249232925236806,-0.97841644,10.291283,29.100311,70.452805,0.7
92,70,45.288902,97.27622,115.07054,91.10065,109.54443,82.71828,163.4772,82.10979,116.857735,139.87958,143.06265,114.37973,142.19043,154.88538,117.16028,186.08737,86.79748,160.54335,74.842354,125.66529,130.6689,29.37349,98.855156,31.95644,84.300934,19.135695,23.548805236816406,1.7871933,0.0563285799248785,11.955124,29.553452,14.214287,93.70885,0.7
118,93,49.50836,97.15744,89.25462,98.319405,111.48274,94.0429,130.05632,95.963135,87.67699,132.6717,108.182915,133.77779,99.63156,158.38538,83.354744,169.58711,63.323586,151.07898,57.000698,123.56163,108.173195,68.25261,75.77535,64.18512,69.78795,42.536648,5.4708099365234375,1.5776367,0.07477131835557549,6.3228874,7.4923363,9.110077,59.37651,0.7
107,56,22.696516,67.01654,123.94169,82.53738,141.35759,79.38005,201.80121,81.66144,128.21353,148.50688,162.53648,119.19304,162.27505,169.26279,139.41594,193.06316,101.95308,164.19954,91.62367,108.26773,148.09172,40.995827,91.84776,36.89543,72.9625,17.976305,21.264625549316406,4.271843,0.43890756023723587,10.329407,68.927155,40.23915,71.3723,0.7
74,62,82.534904,85.028404,125.97908,91.49842,125.098335,90.00754,184.40948,87.93073,115.875015,132.28223,151.30148,132.5196,131.02768,165.3617,100.88445,174.5853,71.415276,133.61528,77.60441,89.05094,93.19946,35.79951,63.056572,47.9493,44.60339,31.083979,8.546821594238281,10.104065,0.06380908727794632,-6.1891327,-4.930496,43.231285,41.101643,0.7
189,156,64.189674,84.22677,117.272804,85.18313,119.7827,79.23489,163.68033,80.66457,119.163635,129.74396,142.17418,113.61214,136.21841,158.0639,101.81813,187.45407,69.26912,158.6504,72.01422,115.073364,128.15508,31.476892,76.55185,36.651783,61.154343,8.3988,9.510429382324219,1.890831,0.25986420867771876,-2.745102,7.824547,14.670593,78.421585,0.7
46,49,30.666166,85.0584,140.13658,75.35033,129.84087,72.81459,149.1252,72.87719,126.972855,125.568146,156.01694,108.23358,137.61455,138.62587,118.91151,154.4365,88.326675,132.94746,77.6606,96.29607,113.336815,40.01316,67.101974,48.27668,43.882458,26.082458,17.066543579101562,13.163727,0.7320548796726687,10.666077,46.99443,29.27208,48.019386,0.7
155,126,52.9612,99.8884,100.86153,95.128296,135.0186,86.67698,156.98161,82.57287,109.61685,133.69666,133.83775,127.625336,121.37672,162.82263,96.486176,181.30392,63.652473,145.46057,61.810005,103.27695,128.87506,63.015755,76.15932,59.15946,71.47123,33.435883,25.766845703125,8.755325,0.19915493391620664,1.8424683,8.848804,30.419708,44.11749,0.7
128,84,81.97455,60.816486,139.34288,55.669212,145.84177,49.09015,180.23212,47.919483,142.18304,110.10331,163.60123,95.54022,168.80888,134.29514,146.50655,151.96504,124.14945,122.753105,115.18166,84.45585,149.844,22.87569,114.99658,18.736458,104.375465,7.316052,19.47606658935547,2.8401642,0.29520991979830047,8.967789,33.207115,25.64746,65.71939,0.7
69,48,24.22818,139.90121,106.7844,136.00981,117.1251,131.17517,135.90472,131.83646,99.48309,186.33252,127.0493,182.46016,111.49864,200.92793,97.65488,202.33258,73.462364,175.70508,70.23676,128.5367,111.9815,105.17429,67.55155,90.6991,40.667652,62.79323,12.899398803710938,7.3013077,2.157543556916926,3.2256012,46.008583,57.795822,37.8376,0.7
64,36,25.57273,61.992287,120.97619,78.410835,121.50133,66.469574,187.89745,75.5286,11.300535,8.590319,121.26364,126.2184,110.3636,146.84985,94.38041,167.85173,75.43489,145.47809,68.21813,105.536995,115.757164,36.772625,49.71351,35.933758,41.487453,11.829157,25.477577209472656,109.67565,0.2762066174034834,7.2167587,42.6454,-96.94668,69.60324,0.7
112,70,107.850365,128.34016,132.28583,126.84831,144.22972,122.99559,170.9214,118.51226,129.68234,190.31299,153.10094,166.03038,155.05981,202.83362,132.97542,216.08586,96.88556,174.33466,79.78207,113.97049,138.50427,67.9504,69.573524,68.19321,52.04318,25.468498,13.680625915527344,2.603485,1.444656542665228,17.103493,-28.068298,76.3425,45.777283,0.7
122,86,72.53166,93.5275,108.70714,96.10276,147.4614,101.759415,173.91193,105.352,108.80601,157.67651,155.80435,147.99701,146.35658,186.69336,117.81553,204.59103,83.10579,164.39702,84.19127,96.99779,128.96753,51.860268,75.54349,31.749027,67.58302,8.778007,17.481155395507812,0.098869324,0.2889162379875072,-1.0854797,11.659607,60.678726,65.248764,0.7
76,60,91.15037,89.35258,141.57245,90.581345,136.06183,72.34645,188.14279,83.05309,144.06372,146.44069,173.85638,132.82715,175.87047,177.4811,147.59251,203.90125,107.57141,167.83682,96.87491,108.84337,153.45625,33.28105,91.96106,30.114525,62.231457,5.945071,24.534378051757812,2.491272,0.02872977478708305,10.696503,5.7245407,37.59732,78.72884,0.7
61,32,103.939926,128.28061,144.3655,132.21877,5.697274,5.7751775,187.85857,130.63295,148.04639,157.6264,165.33644,154.60522,163.22432,185.20447,145.62753,202.80186,116.85537,182.12648,110.31136,145.98839,147.6248,58.528343,67.25996,61.475945,47.532745,40.45509,186.9033808708191,3.680893,0.43252014622740964,6.5440063,6.371437,11.638016,84.51244,0.7
121,68,74.65439,90.96889,113.55981,90.261246,123.12768,85.09271,165.98355,93.07287,109.71309,158.51408,124.81487,140.55379,133.89288,186.2278,109.928955,215.67093,82.62922,193.99295,75.14109,150.70535,124.26595,35.709877,80.14396,46.827824,75.80359,10.215849,9.512428283691406,3.8467178,0.1960188619472243,7.4881287,0.48670197,7.808731,103.87753,0.7
100,59,51.546757,80.85631,119.55286,79.987915,127.70975,63.21712,184.79338,52.616535,127.70151,115.941345,153.25388,94.38327,160.3847,145.82256,123.642494,181.598,81.039665,159.20523,65.828514,111.237404,120.54259,32.30283,68.61024,58.072243,61.725258,31.356926,45.01056671142578,8.148651,0.43958400452450563,15.211151,14.281757,4.7039413,53.16516,0.7
74,45,89.07405,115.9111,126.46757,116.98552,123.90078,109.87825,165.97939,107.25665,126.5206,163.50526,142.05762,144.43466,142.46901,182.7649,124.11923,208.25081,100.55309,183.19597,98.22814,145.97362,118.61712,92.92048,93.50419,74.32436,99.31638,31.90891,15.76171875,0.05303192,0.03815760232910814,2.3249512,9.154091,17.531647,71.649254,0.7
126,76,82.35746,81.06863,135.4661,81.211075,149.49382,76.67361,179.61191,77.24805,125.098656,128.46043,146.82349,131.65439,130.55453,156.68005,115.79266,156.28864,96.1215,140.30821,91.857796,102.41666,153.71268,42.467712,108.31039,39.522125,91.61556,18.127327,8.358047485351562,10.367439,0.6485511909239319,4.2637024,9.500336,26.043777,62.89453,0.7
69,47,56.6752,100.688385,112.25181,104.68366,141.62057,97.5469,157.20732,99.02505,117.03293,152.5208,143.32819,156.04248,123.319405,178.42859,102.7247,189.6482,77.82379,164.02574,76.00173,122.6876,148.18214,65.65412,93.637024,61.353783,74.46205,21.950954,8.800102233886719,4.7811203,0.20825860976206934,1.8220596,19.32653,29.833199,61.333817,0.7
84,76,37.712482,93.58579,170.35115,108.2366,167.40831,97.761,219.33675,104.09825,171.95142,160.9787,209.22119,148.32219,194.02495,191.06587,151.9059,213.76039,123.62982,197.38438,119.75222,156.78528,135.0875,51.145374,68.17147,58.327682,41.44991,40.366837,20.988059997558594,1.6002655,0.0654200808165033,3.8776016,82.039734,4.1934204,98.457596,0.7
44,38,114.69089,112.62255,165.76138,85.82832,24.72787,9.626686,20.358776,13.1905155,161.00049,173.65651,211.21288,163.38422,176.54298,201.00923,155.32248,209.17108,124.76498,173.56381,120.463,121.9774,211.0687,39.154938,123.733406,29.627728,91.82274,4.2264576,175.6336727142334,4.760895,1.4455902307544939,4.301979,5.77211,51.679108,92.34967,0.7
129,150,15.542221,123.6016,84.33321,125.256516,113.00061,122.250916,133.81271,125.89989,92.211754,171.95816,117.22283,152.03746,124.524704,185.11227,96.82911,199.44324,59.42242,183.43784,42.81619,150.15295,92.96854,87.18775,34.475063,87.988976,14.031209,87.35136,5.303886413574219,7.87854,0.6993596537351487,16.606232,27.273968,21.805206,62.16398,0.7
106,103,73.980896,67.38251,177.21954,76.830894,175.52644,73.25443,218.86452,68.75786,171.77344,130.54968,204.24336,141.10927,196.78813,172.10118,165.41063,184.42203,113.534706,145.96791,107.27973,84.58264,180.10133,33.042557,127.108154,34.233273,88.74368,5.91411,13.944961547851562,5.446106,0.004657338898184871,6.2549744,33.298836,45.96704,50.34937,0.7
124,82,51.785374,107.73718,127.88429,96.51511,131.65268,86.400764,162.71992,85.444374,123.152954,133.4467,143.05128,118.80643,137.46373,145.0563,110.578835,168.55194,85.42785,144.43784,84.24247,107.45753,126.86747,55.946835,63.391075,40.339695,45.181816,6.0460176,32.40715026855469,4.7313385,0.0014963110791281764,1.185379,32.457096,25.989174,67.11783,0.7
48,62,88.52252,104.06544,188.75856,93.80905,203.99706,83.25481,206.90869,87.14372,193.80484,145.14655,214.41716,132.88834,213.52487,166.3402,185.61122,183.09802,136.05719,168.66588,121.76863,130.662,218.0877,57.853413,194.49484,20.825283,159.65402,3.9556508,27.47595977783203,5.04628,0.32862139652144484,14.288559,33.24611,14.484543,109.836716,0.7
61,43,73.99312,98.23609,131.90356,96.60715,132.07082,93.3163,186.19229,88.31388,138.96724,145.66678,167.69662,131.08438,152.25806,156.73373,121.36264,178.60278,91.25195,145.99756,77.63239,96.91514,132.14087,60.64596,84.46144,77.1507,76.46328,52.87769,13.213058471679688,7.063675,0.3272083271623698,13.61956,3.6392746,48.75164,19.764435,0.7
100,111,27.708933,106.33186,119.584595,108.55009,130.13293,103.9434,210.23616,100.598976,106.68499,151.14514,168.01387,134.09154,150.7065,180.73409,102.993706,195.96669,73.532814,170.47267,72.32463,137.71202,116.408485,83.315414,61.09572,76.583,68.874664,35.75498,10.339576721191406,12.899605,0.010401762073295018,1.2081833,44.6157,13.433121,61.12902,0.7
104,61,58.899254,64.38292,121.11067,65.689644,133.57898,61.807243,186.77084,65.81291,111.99429,128.69887,153.273,104.5586,155.44609,154.84431,122.01997,188.95879,82.68238,152.98698,73.4736,101.80456,124.28703,18.94793,73.23799,25.832972,56.996063,6.7711573,5.3123931884765625,9.116379,0.04218603877367966,9.208778,14.574348,26.89431,75.97159,0.7
90,60,75.02031,92.825424,142.69402,91.44544,145.39705,84.09317,197.12083,75.41756,131.77638,140.98056,169.41893,126.53937,138.63097,158.97745,121.31594,168.88359,100.98332,142.46245,104.46089,103.392975,151.52954,54.563274,105.579735,51.45148,94.87617,27.56303,24.76013946533203,10.917633,0.7021855323186672,-3.4775696,29.440582,37.587585,51.941494,0.7
117,76,73.41099,93.524994,126.936134,86.37306,127.302605,84.896095,132.35843,87.01797,120.82023,148.89664,144.24406,149.92076,130.95847,163.73537,116.44209,167.18321,96.999504,152.05882,96.22956,119.00116,133.25154,57.570637,92.12743,32.10212,63.266327,29.565233,11.143936157226562,6.115906,2.3409951422746205,0.76994324,22.818573,29.895477,86.89904,0.7
100,74,57.54655,57.625866,118.65297,61.38225,144.42262,59.18155,160.16682,60.33005,113.49433,132.69489,148.88377,124.372314,145.42627,168.46303,109.00999,194.40788,75.01011,157.91235,72.67267,106.093735,137.67328,30.380913,80.845055,24.745075,61.278183,6.703138,4.904888153076172,5.158638,0.15552578511295123,2.3374405,15.126118,26.60115,81.34866,0.7
71,57,32.88487,78.33415,118.758896,68.23384,121.84537,60.16481,174.71405,54.01714,124.76163,132.02849,149.13638,121.89557,146.65228,155.8974,124.08174,168.24837,96.72788,153.3832,83.09643,107.59169,124.74997,44.61463,122.124916,8.433073,86.80463,5.3064604,32.386043548583984,6.0027313,0.7687842384780259,13.631454,50.21156,24.436798,99.158615,0.7
232,148,39.41352,58.79588,96.221565,64.876595,97.0433,62.00212,194.48312,75.92794,103.62114,124.40769,134.35754,103.38131,135.24808,153.52563,111.763115,170.77782,80.01723,146.96545,70.32067,109.45368,117.623505,23.938072,87.63544,15.479039,77.61887,4.482297,21.054615020751953,7.3995743,0.27421058178606916,9.696556,30.90715,14.95401,93.97464,0.7
119,99,64.70217,97.08219,144.8629,95.92526,144.95038,93.03086,166.59904,95.54582,140.5742,133.38359,153.27167,134.10185,145.27501,165.47824,124.13714,181.23398,93.9099,158.07236,90.68852,121.40737,129.59213,48.425262,104.885574,51.873554,99.28049,19.22815,4.7303619384765625,4.2886963,0.2548044631509845,3.2213745,25.986351,11.976219,69.53381,0.7
77,54,65.35676,100.88977,111.71676,95.95528,106.95466,84.917274,148.80722,98.37135,112.94368,144.91472,137.08621,136.98692,126.09764,168.54082,109.23539,173.42226,86.38673,143.87573,80.91899,86.89957,112.63708,45.326233,58.37253,31.495972,40.127445,6.217823,20.23229217529297,1.2269211,0.7036071448819776,5.4677353,15.562233,58.015152,55.403595,0.7
124,76,29.26308,93.44288,93.53797,92.994354,115.9053,76.86736,190.58658,74.68686,99.76151,158.21765,121.79661,123.2804,134.41457,166.73251,107.62672,186.61815,86.39006,163.6994,84.30783,109.80624,127.28783,32.12834,77.01669,49.946426,89.9884,22.500082,34.88301086425781,6.2235413,1.223302469519588,2.0822296,55.04475,48.411415,59.85981,0.7
101,76,59.751507,67.834076,135.38406,81.38175,125.78058,74.47634,169.6798,78.32012,115.20213,116.63138,146.89438,126.6308,136.2206,156.55159,121.50609,158.16179,95.35829,139.95929,84.94637,94.063965,127.95978,42.582565,90.21733,18.58373,70.821625,5.386761,17.391456604003906,20.18193,0.0330386750284023,10.411919,25.194866,22.567413,75.48023,0.7
105,77,80.10319,80.449104,118.221054,76.93308,121.71689,72.04278,152.5921,71.95768,123.71749,132.98842,165.47069,112.6033,163.84299,160.8812,132.22026,180.14996,97.11879,154.52945,85.95574,107.615456,114.78109,22.756704,52.611034,18.904823,32.85446,5.1412277,13.381729125976562,5.496437,0.175332485412234,11.163048,5.8525543,25.372963,88.71063,0.7
82,53,51.21565,81.60161,121.89356,73.75661,120.983795,70.93387,151.7982,72.304405,116.06551,154.36795,142.35287,113.69545,132.95267,157.83862,118.83496,180.52737,93.41697,142.2953,87.70282,82.992455,123.77773,18.967812,70.83087,21.898539,58.11293,5.6207905,13.904975891113281,5.8280487,2.0724144774547164,5.7141495,36.48717,71.375496,61.093918,0.7
107,75,91.77408,111.62978,113.743256,111.250336,134.00197,98.61075,137.54248,99.78253,114.44481,139.8742,136.30396,127.725235,131.4941,159.33394,112.4144,171.51273,95.46963,159.08737,84.07025,133.04257,125.9232,87.57469,84.23297,78.808975,70.84769,42.49161,24.486839294433594,0.70155334,0.09687026777829233,11.399376,-7.703827,6.8316345,54.233597,0.7
189,119,70.78156,66.53593,122.114586,66.7331,113.78383,51.28712,167.73839,41.932266,122.58734,114.53183,154.42683,108.58948,147.20963,152.2316,130.88518,163.18275,108.34854,133.02316,100.25119,86.657745,114.04024,20.141258,79.6676,24.217806,68.44582,13.287027,40.04964065551758,0.47275543,0.03145510346325919,8.097351,29.469627,27.874084,62.43994,0.7
100,71,74.13031,90.0952,128.37357,96.82343,136.07033,91.36688,154.78299,91.94621,121.033295,141.54094,142.49028,147.09685,125.1877,170.29807,104.3127,177.56897,84.471176,149.32243,92.36402,104.980804,127.709984,45.085022,85.69462,57.472485,76.1609,44.28045,8.531013488769531,7.340271,0.14091416175388716,-7.892845,18.233711,36.560135,47.50832,0.7
87,56,63.422615,79.77257,126.15637,88.732346,141.1833,79.34011,169.1082,85.474304,129.78247,138.49602,151.9201,123.215,146.93118,175.67352,123.489876,193.80113,93.99378,165.43272,87.67192,110.57867,163.81198,11.58854,103.04749,28.969803,88.432106,5.8428264,15.093971252441406,3.6260986,0.10359574160375451,6.3218613,24.249306,27.91735,81.608864,0.7
71,50,49.941185,84.38096,110.3671,84.51703,93.944824,69.50916,156.86284,76.77896,116.542015,136.82564,138.84882,124.00173,132.54384,164.17982,114.79841,184.40167,95.432175,163.66443,85.50125,122.59439,118.41823,34.675518,68.0467,38.253292,53.6103,22.621595,22.60986328125,6.1749115,0.10636538903314396,9.930923,35.560066,14.231247,84.341095,0.7
101,70,63.378967,70.83514,106.02211,67.379135,152.4402,58.50448,159.01654,62.140602,122.55226,154.7847,157.79541,139.17375,130.28084,177.5296,104.9818,186.69089,70.20701,147.74684,65.75523,99.45853,150.0139,18.91157,79.272285,20.972893,57.990246,23.337101,17.569190979003906,16.530151,1.442189432990471,4.4517746,2.3762665,55.32617,78.485634,0.7
