width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,keypoint_14_x,keypoint_14_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,quality
368,362,64.63498,98.77695,1.9913315,1.7573149,105.08422,99.408554,117.089005,101.4356,140.50444,101.06707,86.50929,122.94655,98.4948,134.41248,100.64662,151.43816,85.67729,163.19278,68.48363,124.71586,108.9435,155.11504,119.56938,160.715,121.70221,131.37007,135.64912,131.44225,133.242,162.1148,3.290570667,4.317169189,4.729054769,-2.4777832,-1.0779724,-26.30252,3.848648,39.85782,0.857500511,-30.3911972,8.078501383,9.180186921,0.6
368,362,91.55169,106.4478,2.7672718,1.3543984,149.69885,101.695984,165.64204,102.70319,188.89359,106.555046,129.95941,134.17734,147.84593,124.42584,147.70973,144.34082,122.33646,163.1596,104.201744,108.19432,158.34709,146.1375,165.82158,150.17427,166.12184,130.49437,182.77487,135.96077,177.43758,166.64659,4.455167741,8.603668213,0.52003479,-12.985336,3.4869843,-25.748428,12.650055,41.183853,-2.659505725,-20.24230194,11.71647644,11.01018977,0.6
368,362,84.37974,100.996155,2.787693,1.7785794,130.55994,103.64041,147.3037,105.51689,170.77208,104.27571,115.70725,120.568474,125.160995,124.81464,125.48522,138.25334,108.96135,156.97604,91.287056,118.523155,134.42668,147.61337,143.59682,158.59796,146.9942,133.81017,164.29541,136.04872,164.66856,163.67302,0.717573377,5.222290039,4.736175537,1.6219177,6.6969757,-33.783325,6.907318,45.286858,0.467397218,-34.24408722,8.38680013,1.872251089,0.6
368,362,87.33647,99.57509,2.0488362,1.2681489,138.45375,100.9483,154.50717,102.856674,183.10869,103.38814,121.70363,123.38176,134.20943,132.3662,134.30841,148.5278,119.19048,166.23187,96.80294,132.04837,146.20029,152.63239,155.55385,160.906,155.94745,130.29175,181.80739,136.5863,180.80128,167.1233,2.571801349,5.721420288,1.657964071,-5.3258667,0.8914337,-28.53981,9.466469,48.800278,3.48481935,-38.19259644,2.405797323,3.106350473,0.6
144,89,42.02203,81.03233,84.74844,61.128967,130.04416,77.4502,145.73141,74.03275,78.41731,33.83924,100.5997,111.41287,123.17656,112.69976,127.70809,142.37917,102.969765,171.36015,63.50628,114.18289,137.40097,143.2828,154.19853,178.11969,149.04771,117.60383,178.18762,119.00036,181.67851,179.78978,2.320164968,72.050383,9.078623454,6.7595367,8.429626,-65.41993,21.48425,22.71505483,7.174308034,-15.23156738,135.3543396,30.62914495,0.7
78,53,70.02474,78.96124,110.27229,79.72351,132.98703,78.12859,142.56055,78.23849,163.57848,74.93904,107.025925,91.45197,122.07546,104.054924,122.2195,116.13099,102.214066,135.03323,83.54668,103.62691,129.58603,120.13323,140.68512,141.04762,142.62672,98.02961,167.23892,98.19133,161.6442,143.3323,2.467963022,6.118249512,2.544692993,6.014389,8.299072,-36.9927,13.5219345,8.580062866,-0.701429722,1.779396057,6.170110067,0.090302569,0.7
94,59,59.755615,89.12646,2.52416,2.2166336,106.45706,88.15829,117.415344,89.18132,145.17355,86.32899,86.31266,130.14632,100.4623,123.24241,103.91491,135.50052,87.43891,173.79991,58.91333,122.14898,111.82576,135.4665,120.345825,174.61528,120.71397,129.61674,146.90804,132.14386,146.07944,177.73764,0.776907848,3.820503235,4.152737935,0.81536865,3.937729,-51.37287,0.84228516,41.258644,4.789368732,-30.73153687,1.760238647,1.396741787,0.7
330,205,29.198843,57.58133,84.971016,57.03917,126.49571,49.044468,146.35309,48.432014,171.41524,40.50472,89.53766,95.81249,117.44094,89.82168,127.37819,119.01878,86.730484,160.75468,39.695797,73.76092,145.48033,129.8296,161.5748,163.4844,150.39844,103.09477,182.4257,103.41646,189.83618,167.14496,2.522289153,27.15963745,17.59871419,2.729721,6.390274,-73.66273,10.496954,4.915870667,2.873159276,7.457817078,19.62094116,0.739534174,0.7
278,173,28.943804,48.36746,0.8857243,0.7405281,109.68206,42.691357,138.58653,43.431545,165.92288,41.717842,89.22568,83.72968,113.63308,98.699486,119.75433,143.87569,88.11937,187.52351,37.837795,117.09245,138.23328,159.15504,152.0377,194.10887,143.34526,105.05374,180.1113,131.1891,183.89153,207.38007,1.079930277,8.630809784,14.7624054,6.5853577,19.856552,-95.409386,8.893991,46.16855,9.328196112,-31.74338531,21.43803406,1.089066875,0.7
69,35,52.366997,42.30981,107.79431,53.936344,124.50943,39.310825,151.80103,36.156513,4.0059557,3.105171,94.77423,66.6273,115.71378,72.83315,112.152275,96.10812,81.94849,132.8583,52.012497,97.11632,127.94426,101.082115,153.98737,170.34543,147.70285,89.37303,189.34167,78.8498,190.17035,141.69077,1.446996649,63.71713281,6.92179362,37.48712,8.8324585,-97.512276,0.35449982,25.91060384,-0.172402683,-168.8645096,247.6667433,52.40160968,0.7
184,115,11.060339,48.972347,71.77905,45.705696,121.147194,41.48118,141.402,42.0568,171.51837,31.862371,79.27988,73.10284,102.97333,88.99144,109.22105,134.97858,75.94003,173.00677,19.055975,70.582825,127.495735,146.74957,146.38942,189.93532,142.77216,106.92939,181.353,113.74569,185.05368,205.88539,1.961196131,21.37562065,5.736460368,16.928543,32.878616,-100.94388,7.995636,7.774536133,9.464618098,9.344497681,15.57995605,2.515790497,0.7
58,36,62.66922,51.016014,100.14577,63.07924,114.73074,56.729397,123.1471,57.91667,144.63293,56.430336,93.7035,73.945915,103.680565,80.595856,99.23829,105.82361,83.3159,131.34052,6.8111806,6.215138,110.80405,108.31624,117.869705,132.84735,121.724106,86.42832,149.25801,85.56469,146.04335,123.60083,2.234031779,13.854496,6.087867737,1.5068359,-7.739685,-52.251495,55.85804,18.1449763,20.52622159,-7.742858887,5.22648112,5.231605831,0.7
93,58,31.52674,58.360428,1.058903,1.2219673,107.41689,58.867863,122.12158,62.27457,154.98528,68.978,77.1966,105.43724,99.67595,123.47982,99.16782,153.5044,76.186615,180.61887,32.447514,95.820816,114.92712,153.30902,124.218994,176.80908,123.822876,110.64196,159.72916,112.58366,156.61882,169.53596,1.432210129,14.02427673,2.532470703,-3.809784,-11.082901,-53.32926,0.92077446,55.81745,7.556972269,-19.24661255,5.23614502,0.11843399,0.7
49,31,5.5989075,54.12314,68.45622,60.47581,91.17585,49.620163,102.718834,48.20853,138.7373,49.1817,65.221405,85.49667,84.861885,92.9623,86.28838,116.22019,54.42416,154.2924,18.03933,73.53853,97.65345,124.48504,106.40581,167.73758,105.40435,100.85062,146.41762,110.075294,145.46405,188.43858,1.245294165,19.91042328,4.248326619,13.445175,34.14618,-74.775276,12.440422,16.55287043,1.759138453,-9.545967102,9.604710897,0.99872309,0.7
109,68,58.216194,38.030495,1.8507555,1.4548736,138.55942,56.400047,156.73177,58.236465,184.27716,43.344986,103.80173,99.6614,132.63353,105.85195,128.23557,141.91373,101.11509,164.73962,61.694115,99.28777,142.3327,146.72275,157.61472,171.51788,152.85602,118.845604,182.4713,113.313156,184.65184,175.49052,13.32522408,33.2610321,5.756291707,6.7782593,10.7509,-65.66593,3.4779205,56.041595,5.558348662,-11.09226227,2.657592773,0.284118254,0.7
191,119,28.123337,60.396023,1.109905,1.2540928,115.19286,63.996212,132.82874,64.02108,172.39598,69.257515,86.28729,116.10304,111.23724,126.32647,113.27969,155.03741,85.89723,182.67223,38.416275,93.67959,126.46733,163.7263,142.94574,196.1063,140.27905,125.533676,171.6299,128.13193,177.03989,196.7162,6.747733935,9.679618835,11.71154785,13.434067,14.043976,-69.77982,10.292938,59.116287,7.756807191,-27.33670807,6.702606201,2.29336574,0.7
69,43,34.924465,32.416973,5.9063883,2.7952764,126.22843,25.220434,126.974174,23.22723,175.19661,21.374409,100.087814,61.437042,116.87605,63.98594,115.41522,92.73844,80.4475,149.05077,36.473648,50.771164,133.69589,99.50332,145.91486,125.03142,133.92775,72.76103,168.01566,83.08575,165.81648,136.73245,6.032672905,13.71442223,20.61852264,-24.019348,-12.318314,-61.04548,1.5491829,59.781387,3.353832746,-6.632385254,11.04072062,15.18805733,0.7
197,122,38.18484,59.06804,1.4416507,1.1481766,125.54854,59.79473,143.71883,59.727215,176.64088,58.285046,105.36787,96.06842,118.27142,104.617744,114.89783,127.61143,96.19895,155.76587,62.823513,116.48439,131.49445,140.4289,145.48164,164.51866,145.77092,111.51515,177.88066,108.79927,172.38007,161.67436,1.440323301,2.168861389,2.543279012,8.752792,5.908493,-59.900917,24.638672,61.743057,8.040683161,-14.82099915,6.507609049,3.323651242,0.7
126,59,61.872513,50.018166,2.0992825,1.4514197,115.546,47.56758,132.15347,48.87986,158.47543,48.47114,91.03522,78.51816,107.87125,106.20154,106.134995,140.8558,93.117966,162.57404,66.78675,95.69804,116.65282,149.98224,128.39143,172.77982,129.28204,105.38606,156.48282,110.470764,154.59453,177.09248,4.35332051,2.859302521,4.422317505,10.20578,14.518448,-66.57828,4.914238,52.34044,3.741960814,-32.18538666,3.915685018,0.010900192,0.7
184,112,54.04334,42.67067,2.36903,1.6366959,117.095604,32.658546,135.58644,31.187103,167.03244,30.977764,87.25751,73.47142,105.62264,64.922966,107.1494,92.53078,85.78599,123.11858,52.89087,64.081924,121.53786,89.20048,130.34479,137.05951,134.85204,70.12333,166.45279,78.437546,158.787,139.28352,11.8570658,16.5942955,6.499267578,13.940926,16.16494,-72.13654,1.1524696,59.88304,4.799521917,-36.82140732,10.607488,1.519241781,0.7
168,96,36.577644,56.022503,88.68694,54.170803,125.40506,49.01921,146.86292,47.23828,183.07155,38.22842,85.924934,71.36174,117.06376,82.21136,116.16788,123.18518,75.57499,161.852,39.108883,61.414597,132.08241,137.96022,151.72298,176.37245,146.07237,104.351204,188.45392,118.058914,187.70491,183.77773,2.352611171,24.80996933,7.007110596,14.520447,21.92572,-94.161095,2.5312386,15.64126841,-1.477839609,-26.50556183,6.677164714,0.332035821,0.7
236,136,39.569183,40.3618,1.9158756,1.2418476,125.68496,41.118378,143.07364,38.93685,168.41167,41.75805,96.517166,81.91903,120.11786,97.95831,112.37515,125.35877,88.53541,140.20259,43.46636,53.614475,126.36719,140.33075,138.86829,169.46399,138.69234,82.487495,167.246,92.53526,168.02853,166.8888,1.341966824,3.577774048,5.724441528,29.261398,26.686203,-71.50568,3.8971748,56.036514,7.805172759,0.662361145,1.298802694,1.669898994,0.7
96,66,126.50219,74.93266,7.6722775,2.4674227,154.68625,82.25818,170.62473,81.23882,8.060582,6.6580777,143.47571,109.75552,145.39015,124.47406,142.35924,143.90614,129.98671,155.69704,113.59088,115.450516,153.6615,142.95972,169.69595,152.06477,166.18042,119.823555,193.42433,110.81339,194.62346,151.96663,13.81845941,109.2277179,5.306559245,-3.6322632,-3.7304077,-27.590714,12.911308,134.29866,1.352723892,-265.0672836,247.9510857,52.83728571,0.7
165,87,72.235535,92.70818,3.2166417,1.6152028,150.09647,94.43802,166.42928,96.58648,191.85995,107.36093,129.95486,129.92825,149.71727,143.09973,150.35072,164.21078,126.551186,195.9698,94.891396,114.37605,159.91844,173.76508,168.2848,190.67615,167.11794,126.71672,193.97482,143.16042,190.4636,202.13188,2.402506405,19.17506409,2.014938354,-5.2936554,6.162079,-47.576416,22.65586,41.50923,2.526883238,-5.666046143,3.750722249,1.973915212,0.7
159,90,13.875917,86.50316,1.4663756,1.2960563,79.07735,85.63102,100.679855,91.60448,131.8361,89.72588,51.22616,128.87996,76.23323,123.27839,74.39962,155.59341,46.45395,189.84819,19.315535,110.34763,88.3795,153.47635,105.88442,177.07785,102.746895,123.58941,133.35803,133.62112,131.20512,195.13405,2.718153492,9.196182251,5.561391195,-12.77034,5.285858,-53.79946,5.439617,57.436485,-0.264253272,-40.31608582,2.449900309,3.827473029,0.7
192,75,47.28423,77.842964,1.5151149,1.0843102,116.03157,75.76328,145.416,80.88982,176.13759,80.222046,101.91703,122.68035,123.438515,124.23636,122.772224,158.17471,96.80257,200.34198,77.421326,143.04259,134.35611,162.91023,145.49622,190.63872,145.34435,130.11656,172.09541,141.26834,169.22232,198.88948,1.690853271,7.505615234,0.154734294,-9.703262,-1.4524994,-66.40236,30.137096,53.365364,-2.421352141,-51.46469116,7.304962158,3.376979978,0.7
90,63,78.352646,66.0181,101.289024,54.934914,138.49153,68.990974,143.95337,67.67532,163.4771,67.49611,107.92062,80.333405,127.10108,89.47148,122.50874,115.82784,100.798485,133.00941,74.70755,57.098057,130.12593,122.963165,138.44698,143.10423,139.41245,104.637215,162.369,111.305305,158.72784,151.1374,1.345219623,20.17633972,6.698206584,10.094818,18.12799,-53.63275,3.6450958,9.169164022,1.315131071,10.16775513,5.593607585,0.925415623,0.7
138,96,10.916023,60.511665,0.8072362,0.9802281,106.63985,70.27983,126.90074,76.443886,167.76753,85.64455,90.46132,122.51781,111.34508,132.3321,113.98175,160.52197,91.77533,194.83519,42.287838,94.82197,125.43801,165.69742,140.79422,188.66298,133.91489,128.57144,169.36208,152.57011,170.03842,206.30681,12.88428402,31.29693604,13.93842061,-6.1722107,11.471619,-56.33087,31.371815,53.78578,9.138126455,-26.53154755,2.57695516,5.979497277,0.7
111,51,8.706922,33.677937,94.22589,24.107529,114.37449,20.471094,129.20435,20.812891,157.1725,18.629406,74.30785,73.9922,108.39113,62.644646,102.525444,125.76388,75.75576,173.58167,38.3284,33.126904,118.56488,133.8306,132.71103,165.05814,129.39265,89.64076,164.2116,112.95283,163.3855,208.41882,5.73154176,21.41184464,4.550043742,-8.523529,34.83716,-102.41349,29.621479,25.59211731,2.372871421,20.07154083,8.834726969,0.482361955,0.7
159,99,32.152325,97.70036,1.7731833,0.13488509,5.512625,22.996128,112.46253,104.87297,144.30121,134.48222,91.77782,143.35745,108.43342,155.87863,108.48742,179.42526,78.67463,223.36105,43.742455,155.36157,126.578064,186.47238,125.5212,209.79456,118.04413,163.35347,142.90967,181.58737,138.77544,221.69194,77.46827238,134.0335808,13.69049581,-13.566498,-1.6691132,-53.915924,11.59013,35.81379,2.199504114,-250.937479,6.439997355,10.72014279,0.7
101,64,33.06079,47.030293,0.84171396,0.66533977,131.38698,51.329033,146.34438,57.447014,179.58612,62.043076,106.17782,117.7915,115.52852,119.28328,120.05371,137.46616,95.59027,180.0772,52.32191,89.767075,132.03145,140.21263,146.04195,152.74579,148.07152,110.5446,176.90578,125.95485,177.98853,193.06775,2.321503671,21.13076401,2.504470825,-27.331406,12.990555,-33.46251,19.26112,59.53241,6.575414133,1.927902222,2.851954142,0.51675114,0.7
117,78,7.399969,49.2174,3.0712492,0.58744806,94.565445,58.9653,133.58226,52.80746,159.44974,63.48277,71.80335,97.85443,96.30288,107.06918,102.31229,149.43022,62.740868,170.99237,39.753147,85.98569,101.309944,158.84198,110.45511,173.84555,16.324442,15.545616,144.56165,123.55964,147.73639,184.20363,4.436313619,20.42321014,140.9256547,2.85318,13.211258,-66.77637,32.35318,57.13745,-5.705798547,-42.60311127,17.73429362,5.275342545,0.7
60,40,35.42594,64.66701,1.4516082,1.4489855,107.18391,64.4345,123.11299,68.44902,153.70352,64.77653,81.57501,102.70106,104.00179,121.49444,100.41504,158.14525,72.310005,193.9411,38.44497,68.84252,113.48397,169.64531,127.382965,194.58803,124.28809,126.17958,158.91916,128.73018,158.3774,195.89969,1.753152532,5.734512329,4.909899394,0.6469269,1.9585876,-73.09359,3.0190277,53.288483,1.384494517,-21.28126526,6.593012492,0.102640508,0.7
87,48,30.827972,66.08664,87.11017,64.11913,109.01103,57.797512,129.06094,59.671986,163.31914,60.835052,78.3468,94.88611,99.59221,112.177704,102.119,149.16405,74.268776,177.55539,43.6081,70.34987,117.7896,155.87978,130.79955,185.60263,127.41774,116.98009,172.24335,125.135574,169.47954,185.99895,5.261029513,13.60328522,3.413594564,8.047241,8.443558,-73.42493,12.7801285,14.40317027,0.739836523,-30.43315125,10.05639648,2.026771443,0.7
68,34,46.284454,60.569164,3.5196123,2.7710404,108.44772,51.50545,125.75141,51.61537,156.73322,47.66208,89.48803,92.825264,105.55032,93.97238,108.307526,119.72266,85.47268,153.7516,41.500343,67.968216,121.31808,125.63104,134.29005,148.75763,129.79059,91.67378,158.15337,93.19417,159.52942,141.98291,3.272259314,15.46229553,8.692075094,-4.993973,-11.768692,-54.785248,4.784111,48.42569,7.626264651,-34.40771484,2.810897827,3.325219458,0.7
130,82,10.801893,56.1032,0.99312717,0.9113537,131.60324,63.758827,157.09482,65.40061,196.69916,68.38604,88.95958,101.408646,116.25754,115.18297,112.555756,157.0187,81.951546,183.41052,37.67493,94.73697,131.216,166.85278,148.20723,179.86804,154.90282,125.429276,191.90923,129.98706,189.72723,185.637,0.813509963,14.617939,10.3887736,-3.5424805,2.226471,-64.685074,26.873037,84.1434,5.306883771,-9.390487671,7.841242472,1.03681655,0.7
122,68,13.006756,51.680218,1.1468298,0.975516,99.35617,42.63194,127.769585,43.493248,172.2127,41.77709,72.08317,102.10752,101.26222,118.62844,100.00565,151.0792,67.57265,214.69191,20.641886,144.25194,117.92732,161.44505,131.47446,213.26585,130.90965,105.56226,178.99765,129.79915,179.19601,213.95638,4.731869115,13.56918716,4.563296,-1.4260559,-0.73553467,-94.63741,7.63513,72.207054,7.094124257,-59.36366272,9.178833008,1.072407083,0.7
132,66,40.215195,63.938004,2.392776,1.7754865,124.70665,59.691772,151.8201,59.231834,183.82129,56.36334,88.14814,109.645584,110.16353,121.53877,109.36772,165.28442,90.139305,190.98135,46.224533,80.42913,131.0859,175.28514,153.11224,206.91252,153.32043,128.48491,183.66086,133.32841,183.67935,205.56703,2.37575404,8.263530731,1.861653646,15.931168,14.585678,-85.37375,6.0093384,74.45357,6.743069509,-33.73782349,0.201578776,0.555806847,0.7
57,49,43.301853,72.282906,84.611115,72.982254,129.07281,72.656525,142.64246,72.76783,175.56714,72.63914,82.528984,84.88476,111.10998,94.73833,107.04308,120.80775,75.8535,148.36566,50.432663,79.43691,120.87068,128.26227,139.53572,150.66751,138.91324,107.71317,172.37387,124.586105,170.48372,175.58058,2.034236559,0.837245178,4.557296753,2.3018494,27.21492,-55.929184,7.13081,10.28872935,-2.189932596,-7.217681885,5.517796834,0.543248542,0.7
119,77,23.150784,40.267212,1.9250646,1.0886984,126.93111,35.328373,148.19733,33.5811,6.13539,4.168905,108.0736,69.23449,125.12874,86.83606,129.22131,114.26012,106.603386,140.1402,60.365746,70.63424,140.59882,128.2422,155.1879,159.08833,148.2183,88.38095,178.37808,94.00095,183.65077,165.5258,0.46338344,48.33498621,9.306767782,18.948135,25.385605,-72.25227,37.214962,123.08592,10.38709667,-137.8111115,233.1720494,44.54197593,0.7
165,98,1.602673,5.949747,0.5517931,0.4756203,127.672165,61.74452,145.58186,64.30188,184.37761,70.699905,92.55712,114.807785,116.36389,119.12665,117.09049,141.84494,85.91767,179.76506,49.280483,107.87913,134.46063,147.81682,150.30716,178.10504,149.65715,119.65479,184.01018,128.37529,186.35109,185.67264,26.25046745,89.44852638,5.867045085,-1.6600189,5.9075775,-58.978394,47.67781,67.28712,2.32988065,12.65859985,2.876266479,1.394277916,0.7
108,98,51.76403,61.298225,2.1979158,1.529468,123.69168,66.97684,143.46301,68.2557,174.5449,72.736824,99.354,101.89101,117.064285,115.71916,113.1076,144.81642,87.3967,164.44838,51.37972,97.104256,125.900826,153.42772,137.1758,172.98225,143.03687,122.0863,170.92784,128.16026,167.4625,178.78537,1.078472443,12.71746063,8.098861694,8.5338745,14.33699,-57.263092,0.38431168,61.43731,4.285266741,-29.77880096,7.132985433,0.385198074,0.7
185,133,37.05804,56.41677,107.724304,55.31845,130.68771,53.052406,141.21602,56.38427,170.00507,50.970165,108.56166,71.13824,124.07447,97.76972,122.758835,133.82759,86.60453,175.49567,50.92504,82.577156,133.67062,142.8527,143.99165,160.37984,142.97697,107.09145,171.2746,111.46911,173.23988,173.76074,0.529047563,9.668508148,3.024398804,-15.115829,-1.7349243,-62.610115,13.867001,28.71793365,-0.171191383,14.9949646,3.466730754,0.019796092,0.7
91,53,36.760174,49.99383,1.1796842,1.0134028,135.3905,49.141415,156.92188,50.45236,187.73218,46.728683,109.39853,103.57896,130.5863,102.705734,132.19844,124.59783,104.36677,164.20172,50.850517,88.25128,150.32542,135.68307,166.40688,167.75894,163.61797,103.714195,194.03537,106.62341,197.43613,179.32166,4.127511315,4.700778961,10.78739421,3.5572205,15.119934,-65.05321,14.090343,55.533737,12.0217707,-6.053024292,10.67142741,0.436893978,0.7
52,38,65.07561,61.790024,1.9564844,1.308792,126.55749,60.14247,139.193,61.68142,167.52028,61.32458,102.38176,108.142746,119.0627,114.56122,125.899666,146.18253,101.11511,184.29863,49.881805,72.79269,136.5565,154.28523,147.18109,183.05797,145.76306,119.67394,169.1943,116.40453,168.22249,180.8501,2.230341645,2.184299469,9.705444336,-1.2406616,-3.448532,-68.49675,15.193802,41.620613,8.485599406,-20.4437027,1.763895671,3.4287428,0.7
147,99,53.718445,68.74445,112.22536,72.642555,128.91823,66.91771,150.86713,63.197575,194.72668,62.437958,100.62279,105.76016,120.15794,110.07411,118.29234,151.74486,87.85838,177.05957,48.561672,90.250786,129.79514,168.22455,146.86954,188.76047,146.05336,129.98434,190.73816,124.89853,191.90851,175.95056,3.215078127,15.88113632,5.874242147,11.700897,-1.1090088,-78.686356,5.1567726,24.75424703,3.299935149,-56.41712952,4.537801107,0.401339876,0.7
128,92,68.98703,66.088806,135.42148,54.644253,155.4487,53.018654,169.71777,54.82448,197.24142,49.834076,138.32207,82.36985,151.48836,86.50535,152.85753,119.50016,124.80641,149.43327,81.38056,75.72803,169.9906,128.55502,183.69476,145.51549,174.20728,93.64215,204.17905,97.57614,209.08273,155.22278,0.165151027,20.81351242,15.64298503,-3.9177856,5.789505,-59.01014,12.393532,16.0871582,6.684155445,2.876220703,12.51929728,2.350522102,0.7
99,81,29.360424,80.332756,90.315605,88.993546,111.01304,88.1205,120.958565,86.92272,143.5841,103.201164,81.75493,108.800476,103.84052,105.69649,104.594635,124.93867,81.804825,145.05692,63.28958,95.85969,112.40528,132.0505,126.177,154.31868,122.86009,126.17665,143.18425,130.32077,143.32547,163.50612,9.875743145,27.37404938,5.690233866,9.261765,18.449203,-48.622192,33.929157,11.38096873,-1.653421363,16.51048279,0.439000448,4.673280323,0.7
228,167,67.85219,64.04803,1.9914596,1.7000159,115.955765,63.360374,129.47804,62.330284,151.2553,57.539864,97.80777,89.43526,112.84456,95.62652,114.72948,117.67352,98.03416,131.46455,68.37355,82.63846,125.17233,128.1994,139.00949,155.27989,131.7689,104.0826,153.06258,109.119286,155.8559,153.38902,5.035886331,8.559555054,11.18136597,23.815338,21.924469,-59.653374,0.5213623,36.525818,5.527581565,-22.4954834,4.929280599,3.106894377,0.7
69,39,62.252266,62.63677,4.3009043,1.8958507,7.5952973,22.245474,122.904526,65.37741,145.98552,87.146,90.03349,93.78375,116.60794,110.40456,115.28192,145.20445,96.88684,166.65872,55.317036,78.60624,131.97949,156.0535,141.97017,174.64981,130.07024,114.35071,159.18982,120.084404,162.1147,187.16965,46.36149581,74.21188927,20.64372253,7.991089,20.510925,-64.245255,6.9352303,30.703598,7.418482545,-222.1234894,19.55565389,0.736929287,0.7
92,64,38.396797,54.671932,1.3825381,1.4192337,117.305405,60.389267,141.26402,61.7868,170.51395,63.727432,81.11507,97.415016,119.07585,101.58461,119.42718,153.44577,84.75107,182.85976,37.92895,94.40219,140.2317,163.48375,160.97269,195.99565,149.1911,115.184105,176.29744,127.739746,186.13272,203.4462,12.49834572,10.94384766,20.99349467,13.135895,20.586441,-94.41104,0.46784592,51.08677,5.07378277,-27.50847626,16.96936544,1.975758299,0.7
102,63,6.2259774,69.002625,56.26637,73.31594,90.241135,61.698868,115.68436,58.168594,151.01213,47.348206,59.688156,91.8603,87.73705,104.104385,92.63684,134.44948,69.803925,169.51247,10.378071,101.962944,106.17843,138.0452,128.40042,172.16324,124.26941,102.87111,159.47969,108.678986,168.71838,161.76166,1.396562955,37.00974579,14.20074463,2.650772,-7.7508087,-68.05885,4.1520934,15.76888402,18.66457955,-37.52683258,17.96329753,2.432110643,0.7
216,160,41.13866,73.643295,1.0149082,0.65322864,146.21329,73.20084,177.2992,73.78775,206.19112,71.41877,110.56171,119.60947,129.61754,135.11116,131.10892,162.70079,112.491615,196.4183,71.350586,111.502,147.35619,171.77243,164.7784,203.1598,173.85796,131.13084,201.59944,138.2164,200.00246,198.07695,5.769205621,3.187789917,14.40023804,6.741501,1.6586456,-68.048645,30.211926,75.0822,7.424425496,-14.88102722,7.186894735,2.730633497,0.7
96,64,22.549442,65.346855,1.1283265,1.445036,100.34742,73.860435,130.17947,75.75866,171.90622,74.08464,67.64686,114.032104,92.68744,126.64831,84.982086,160.11835,62.446037,176.83426,26.647245,123.17529,103.24588,167.10811,126.68329,188.2297,130.2148,118.44594,165.68607,125.293724,163.3448,193.04813,4.4646581,13.83158112,4.685124715,11.395447,16.213867,-61.581398,4.097803,86.92413,6.305261282,-65.31962585,9.854375203,2.335817483,0.7
160,112,55.561745,39.004982,96.63292,38.496925,114.74682,28.439507,132.02321,28.643719,158.15025,28.270615,94.24801,57.938255,113.21078,61.058807,113.666756,93.75167,97.8844,119.9548,71.78212,78.49325,127.67327,101.646576,140.72209,123.65488,138.02307,71.396706,162.4335,70.97601,168.56451,122.546555,4.890374512,24.71921616,9.799163818,3.7000732,2.591751,-62.59607,16.220375,4.014203389,4.630009196,-27.62179565,11.0301768,1.072449937,0.7
76,54,52.65513,57.226257,1.9020681,1.3115501,128.37476,65.38139,146.95195,69.04508,185.5937,81.73013,91.98679,95.91928,114.36637,103.8544,115.62732,126.02353,83.11411,175.34143,52.770218,71.94523,130.91002,133.84763,134.72183,179.07129,144.2862,119.86802,175.2406,122.68027,168.75722,178.34949,0.195595213,28.16756439,14.529658,3.7298584,3.0080566,-75.21689,0.11508942,69.966385,-0.63085884,-38.71826935,18.12638346,3.542114622,0.7
72,42,37.419,35.394146,91.71772,36.08802,136.29236,33.329918,156.60085,34.055885,184.28284,23.86705,91.508194,62.191845,113.24336,78.541916,117.61448,117.17733,76.658875,166.16225,48.49533,94.83297,141.35002,130.81621,158.7486,158.94724,157.72704,97.086685,190.18002,85.85202,193.64838,154.29182,0.210802752,17.35990982,2.18262736,-7.2150116,-11.870422,-80.40532,11.076332,19.93877411,-5.562991347,2.892402649,10.17516073,3.122028525,0.7
107,35,19.466745,32.6876,1.1052713,0.6602436,133.21333,21.24766,149.41676,21.60417,183.72488,46.210094,98.93478,86.75164,117.50863,86.67473,118.92857,129.09271,104.07842,175.1331,58.302917,36.687904,135.5999,135.4649,144.5908,184.37155,147.41534,89.447556,178.58432,94.58655,174.62024,179.24937,7.441437802,36.04586411,5.100331624,9.238449,4.116272,-97.69682,38.836174,64.79631,6.57720054,12.72348785,9.496805827,2.216687061,0.7
107,48,53.81732,42.37168,84.55568,40.079582,121.74077,45.2695,141.45132,47.039825,168.15173,47.11259,91.77328,67.06247,115.58244,108.08069,110.89171,160.41513,91.511566,195.05182,48.168236,89.38458,124.3002,178.55612,135.42587,200.71407,138.03754,116.52733,165.19583,125.77069,166.25775,205.1123,0.197555316,12.59601669,6.292826335,5.6622467,10.060486,-92.63338,5.649086,9.448992411,6.78148122,-24.89848328,3.233256022,1.558588331,0.7
