width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,keypoint_9_x,keypoint_9_y,keypoint_10_x,keypoint_10_y,keypoint_11_x,keypoint_11_y,keypoint_12_x,keypoint_12_y,keypoint_13_x,keypoint_13_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,quality
129,111,61.009274,78.11676,2.1283112,1.850568,133.67561,69.88927,162.06728,69.49765,95.144035,104.80824,117.51509,107.64633,83.25084,143.84932,120.26565,128.6704,149.0181,95.53321,137.30113,140.61816,152.7799,160.82152,133.76526,37.242523,86.57608,46.784714,60.852562,9.92976,11.231068929036454,15.178925,33.137184,-0.73465294,20.203354,15.478775,35.25870259602864,25.71651204427083,62.57146581013997,-395,2.838089,0.6
99,75,54.255367,76.174614,3.2633538,2.5392847,116.97373,70.07006,152.12274,70.76988,83.475716,96.81272,102.688896,94.54878,66.822205,110.69436,109.4135,114.69273,127.23674,87.40885,124.4954,120.85159,133.31293,150.32564,109.572205,47.266785,62.799316,61.611645,51.838215,43.088974,7.672856648763016,-3.998375,27.283882,-0.38542888,29.474045,8.817528,25.071400960286454,10.726540883382157,29.249211629231766,-616,2.263939,0.6
139,127,7.251699,6.8735347,1.4782171,0.31674996,111.21575,100.47407,5.7112613,3.4740825,114.88103,129.56174,121.7899,127.29139,110.09528,157.33545,124.63678,140.64255,137.04721,132.0285,137.23344,162.11826,162.18895,175.7297,128.70102,52.65663,74.286,72.13983,39.380424,60.557365,127.06701246897379,16.692902,8.614044,-0.9389661,13.61145,24.955505,-15.716069539388023,-35.19926961263021,-23.61680348714193,40,2.2703476,0.6
282,209,54.09748,78.105835,2.456172,1.7447674,122.70385,77.42075,143.8176,84.17622,92.88224,118.783905,106.99369,133.88997,55.001575,125.031395,107.06631,153.8768,136.67444,108.121216,128.36606,148.33624,128.86266,176.14008,114.27731,25.152788,63.758347,41.7266,47.280815,19.878641,8.55057017008464,-28.845406,45.755585,-0.2070477,27.803833,0.4965973,54.74814669291179,38.17433420817058,60.022293726603195,-1618,15.106064,0.6
132,110,35.318466,81.82876,1.6290724,1.3862946,143.6072,81.670425,175.82237,77.43376,78.53645,118.2891,106.790794,125.079765,53.566624,148.12616,107.89656,144.3701,151.66211,101.61586,136.71881,152.59683,146.9161,179.30423,134.91743,24.49077,70.39717,31.837025,50.092197,7.063301,5.754442850748703,3.7560577,42.754242,-0.4741329,26.707397,10.197296,55.820208867390946,48.47395451863606,73.24767812093098,-1079,6.7906647,0.6
145,106,14.739069,50.428658,1.2829881,0.48779666,8.002106,5.244166,151.05081,54.590736,80.237854,76.252686,97.76747,79.26198,43.782963,86.98011,98.66023,93.09471,126.33894,70.985115,115.114876,102.30659,133.89832,131.36685,6.178257,1.8213651,3.7832596,3.5199728,2.0599005,1.022824,63.02070633570353,-6.114601,22.109596,-0.19374725,29.060265,18.78344,34.93315656979879,33.23454888661703,35.73169763882955,-691,3.0092926,0.6
125,96,89.594284,50.383293,2.5224905,2.1986518,126.76043,41.46737,142.99814,42.432396,104.76341,77.122284,124.482155,70.43111,86.88832,110.32292,119.00905,93.46785,148.7392,71.231255,121.515915,111.78048,136.22606,133.37946,126.0771,9.521216,82.77619,27.665375,64.504684,6.625081,11.244544982910156,16.855072,22.236595,-0.63203096,21.598976,14.710144,35.239800453186035,17.09564208984375,38.13593578338623,-106,6.6911774,0.6
91,75,84.082275,77.880424,101.331696,77.22618,139.45703,72.11385,168.56944,71.24204,101.742836,95.67253,135.11388,99.340996,98.496605,139.79208,126.59601,132.1025,160.9123,128.73668,130.21344,142.70909,119.951385,158.36955,124.49709,41.689278,82.112404,51.265034,57.897106,30.615805,11.750709533691406,7.6895905,3.3658142,-0.17712541,15.660461,-10.262054,32.92634582519531,23.350589752197266,43.99981880187988,84,3.6684647,0.6
72,47,8.679382,9.661826,85.8668,123.009384,116.005875,119.07694,9.598485,3.2875166,82.35824,142.84651,123.48026,139.37762,53.13326,159.81691,130.76128,152.90643,161.63846,134.05132,138.43579,160.06216,174.49571,202.43718,118.081566,95.630875,75.80382,75.28069,67.504166,34.362003,229.13698387145996,6.9104767,18.855118,-0.23745953,42.375015,36.05992,-31.871959686279297,-11.521778106689453,29.39691162109375,-625,3.4688873,0.6
102,85,18.84221,67.095116,2.272723,1.5250654,167.5123,76.13351,197.91414,70.78917,107.030266,117.88955,122.29638,144.67451,71.78495,149.04659,130.56638,159.32698,180.8624,109.61206,182.25548,160.04576,199.37979,195.00864,158.76666,36.439934,64.658226,42.306904,31.768568,12.827208,9.588485717773438,-10.2803955,49.71492,-0.36152777,34.962875,17.124313,34.899330139160156,29.032360076904297,58.51205635070801,-1719,26.784966,0.6
147,138,46.00365,77.46536,100.09596,72.27057,145.01416,81.20239,167.31528,82.59536,90.56358,100.86622,109.232925,123.18797,69.76217,144.25319,13.2012615,12.433479,133.15318,117.25363,114.786674,163.63805,132.58636,199.5488,135.81963,49.149765,75.93777,50.830456,49.167057,21.481659,14.061820983886719,131.8197,-104.82015,-0.4259209,35.91075,17.79969,29.233657836914062,27.552967071533203,56.901763916015625,4941,22.321754,0.6
123,117,12.886733,92.552734,1.7027364,0.63167447,103.09733,85.70371,134.39331,81.459305,58.948433,138.68713,80.68073,148.56764,50.027416,177.48047,9.648182,8.760716,108.294136,136.42206,109.43981,172.17969,110.196724,204.76872,105.56927,37.97571,53.48518,63.542156,13.266874,32.368843,11.96163686116536,168.71976,-127.66134,-0.70466316,32.589035,0.75691223,48.59620793660481,23.029763539632157,54.2030766805013,5744,9.880508,0.6
132,97,103.92523,109.66915,2.6183467,1.0267689,189.55048,115.17771,190.23466,114.37291,125.16751,139.15561,148.24713,138.89209,79.128204,147.11691,147.79082,151.10712,167.37556,134.49023,166.38174,173.42584,190.86409,191.48775,186.38031,86.551094,122.413284,74.422264,86.504105,54.73692,6.808207194010421,-3.9902039,16.616882,-0.14308278,18.061905,24.482346,26.522168477376297,38.650998433430985,58.33634312947591,-609,0.2635193,0.6
110,72,38.61082,103.19405,80.57677,97.47734,97.24368,94.29842,128.12988,86.33433,77.210594,124.93708,94.0246,126.45893,81.40175,165.05748,89.63571,153.37312,119.11046,126.34204,110.65474,166.397,136.86006,174.18385,82.365135,54.46435,54.383457,47.617287,44.493347,41.774178,20.03864288330078,11.684357,27.031082,-1.0266975,7.78685,26.205322,40.8616828918457,47.70874786376953,53.551856994628906,60,1.5218506,0.6
51,54,35.07617,71.17658,113.508965,112.202225,161.30426,126.71466,198.43066,138.56479,110.96247,130.64685,156.15215,148.9861,104.984245,170.76627,131.9131,176.61621,185.95161,173.68866,162.3415,203.27551,197.73584,206.0809,164.83185,96.0765,90.85067,81.94843,41.093067,51.33698,81.97595977783203,-5.849945,2.9275513,0.036093477,2.8053894,35.394333,16.08806610107422,30.21613311767578,60.82758712768555,-197,18.339249,0.6
104,109,55.13306,80.55777,1.4868675,1.2510287,125.6676,74.55771,150.81516,74.742645,86.48603,114.24719,115.88344,134.35469,70.99928,159.56671,117.25655,152.54948,158.73672,114.68453,162.27783,165.5051,166.7063,204.68686,133.18655,20.074715,70.363304,37.34012,51.38593,11.923239,7.876790364583329,7.017227,37.864952,-0.511551,39.181763,4.428467,56.54465993245442,39.27925618489583,64.69613583882649,-730,20.107498,0.6
51,47,69.72781,89.42797,124.17992,95.767006,156.38033,98.95091,165.90178,93.33573,119.88548,122.72169,143.5122,128.94408,95.634155,197.98398,143.3726,155.73396,170.67947,131.33852,143.63098,191.69545,175.56262,181.13852,148.80418,51.43405,108.62608,55.307026,89.04233,26.591904,11.954216003417969,42.250015,24.395447,-0.88806957,-10.556931,31.93164,42.93634796142578,39.06337356567383,67.77849578857422,-5,6.222389,0.6
104,84,56.629368,110.243195,2.2931824,1.5728025,113.50257,113.47302,147.22768,113.27152,112.52302,159.667,137.08588,165.80104,97.79814,197.228,138.24657,184.76653,157.25862,171.16617,149.40901,205.99988,162.64752,213.3492,133.2481,86.24886,97.41665,67.05061,64.51492,49.34339,4.172106424967453,12.461472,13.600357,-0.43830505,7.3493195,13.23851,26.080380757649735,45.278630574544266,62.98585255940755,-156,6.134033,0.6
178,101,54.739433,82.89095,2.027742,2.1933346,153.91898,79.36322,169.00719,70.55642,90.39697,112.9902,118.46422,131.53195,68.50349,156.68312,119.23796,154.29878,149.88821,126.77617,132.2778,180.34178,145.74608,206.8588,138.7637,16.982424,77.74113,25.469692,53.377823,3.8686438,14.094217936197921,2.3843384,27.522614,-0.36747622,26.517014,13.468277,60.621112187703446,52.13384373982747,73.73489220937093,-661,18.541756,0.6
78,53,25.264751,105.54272,88.97396,112.70108,109.58124,102.699135,173.38463,102.88227,82.535355,129.22739,100.6845,136.13925,47.456585,198.49554,96.7658,160.94943,135.07523,136.65112,109.721756,185.74397,138.20038,193.55856,103.489815,56.882397,51.456062,36.617367,45.199814,9.862158,13.489555358886719,37.546112,24.29831,-0.70583636,7.8145905,28.478622,49.07390213012695,69.33893203735352,96.09414100646973,120,6.911865,0.6
78,56,19.409508,78.077774,90.586914,79.28683,121.71695,80.61405,153.58907,77.38776,74.43482,122.074036,118.17906,116.229576,66.09686,174.8611,120.84601,144.73917,157.76514,83.13833,153.12024,164.92995,176.95073,207.23933,125.458534,45.158096,95.32559,41.139114,79.53244,7.8221407,4.4353485107421875,30.121933,61.600838,-1.0005945,42.309387,23.83049,33.683502197265625,37.702484130859375,71.01945781707764,-1130,5.8444595,0.6
84,70,67.95621,70.01431,115.144066,77.536026,164.8542,74.079636,202.07977,69.30335,120.987175,104.82037,143.00832,111.566124,129.53568,182.85202,152.9085,122.1192,195.27078,101.30072,186.76834,157.01093,214.90613,171.93628,160.24329,36.67999,129.04405,17.340384,82.72066,1.6173474,12.297996520996094,60.73282,20.818481,-1.240605,14.925354,28.137787,36.053340911865234,55.39294624328613,71.11598241329193,1043,6.7457504,0.6
67,53,133.43729,180.9186,104.20042,86.56289,11.315802,8.959995,158.02464,79.4171,156.61673,82.27569,116.81081,116.06156,135.41359,130.27133,80.70265,155.95752,136.54883,164.43997,164.26102,163.59978,168.83215,209.16577,141.74611,39.167274,98.411385,34.874027,77.40586,5.0730176,183.90790176391602,-25.686188,-8.482452,30.0982,45.565994,4.5711365,49.79737091064453,54.09061813354492,83.8916277885437,-949,33.785873,0.6
76,56,75.3879,89.22135,91.966705,98.28063,135.02728,87.94291,4.9389386,4.97102,85.43339,110.26844,104.7787,101.954544,82.871475,191.44397,105.77016,146.22871,125.03038,105.92456,115.59738,184.8858,129.17715,196.75801,131.16771,47.37097,108.50968,55.497128,90.22772,11.4751425,130.26592588424683,45.215256,40.304153,-2.0285017,11.872208,13.579773,22.733001708984375,14.60684585571289,58.628830909729004,-26,8.313896,0.6
81,55,44.10294,79.22606,2.067042,1.6234872,132.43973,75.93245,158.78021,74.29669,92.08579,115.812904,113.41148,114.062195,91.68781,160.76466,108.75815,136.78041,140.92552,118.0027,128.86775,157.98923,138.44391,185.0104,114.126755,36.889137,84.659035,61.2824,53.608734,19.221436,5.481984456380204,23.984253,18.77771,-0.86847997,27.02118,9.576157,39.59592946370442,15.202668507893875,57.26363118489583,225,1.7507095,0.6
78,56,80.87116,73.467964,127.541046,77.98472,162.13942,80.7341,171.0049,78.299164,127.40803,117.57216,151.10034,115.688,96.406204,160.8261,143.73064,147.06392,174.2262,103.271324,171.89288,167.82378,197.31104,175.25064,147.64525,38.970512,103.90991,48.789726,78.33795,22.144379,8.307037353515625,13.7621765,43.792595,-0.7395885,7.4268646,25.418152,38.650978088378906,28.831764221191406,55.47711181640625,-826,1.8841553,0.6
45,26,65.85192,92.59307,101.78539,102.26975,152.47488,95.02693,165.55827,92.783806,107.11138,135.7294,143.43309,131.03226,109.875534,206.98917,139.45724,162.71393,160.46222,128.27121,154.98245,198.46054,182.3201,207.73434,155.90364,61.050896,112.40202,57.83414,94.061775,11.1936245,13.202735900878906,44.275238,34.44272,-1.5561004,9.273804,27.337646,34.61750030517578,37.83425521850586,84.47477149963379,-44,4.6971436,0.6
71,53,70.95773,76.724754,3.4004428,2.7783422,135.7573,72.34534,146.09174,72.90631,109.154755,108.580154,133.54886,104.89801,95.23629,152.4915,130.39813,140.5442,155.16498,109.168495,145.90973,165.35933,156.09941,199.4782,145.66212,35.02862,106.71124,36.040436,85.95486,22.933111,5.46524302164714,11.947296,31.37571,-0.7229093,34.118866,10.189682,38.96351496378581,37.95170084635417,51.0590254465739,-403,3.6821442,0.6
65,48,89.268875,77.91016,127.48988,76.247604,166.66837,71.683846,176.09637,68.958626,130.59808,103.29682,153.02353,111.10763,104.7031,190.07095,152.01332,135.31921,172.65628,108.4094,150.45358,176.91782,174.23892,167.07047,157.47029,27.732979,113.53444,29.475311,105.9686,5.530717,13.515289306640625,54.75174,26.909813,-1.2017326,-9.847351,23.78534,45.967079162597656,44.22474670410156,68.16934108734131,-71,7.8108063,0.6
75,59,62.57917,71.76759,2.6494315,2.0609944,125.52605,70.35022,148.93282,68.67134,93.67845,106.399475,112.899925,113.4264,90.37251,141.8504,113.480354,140.63036,147.36919,104.93713,148.76813,151.29414,173.05083,178.40883,128.76048,30.62669,91.83414,32.221077,75.897995,12.332436,3.1834208170572964,1.220047,35.693222,-0.647639,27.114685,24.2827,39.63636144002278,38.04197438557942,57.9306157430013,-391,7.026924,0.6
50,40,15.373216,87.894066,63.980816,91.88705,59.35511,89.74249,9.107146,8.232219,132.68736,96.45813,97.77364,115.224396,59.89288,171.81,100.7384,132.33505,157.56952,99.25418,106.74101,174.64958,153.83675,188.6417,64.29405,58.910526,47.691223,28.894524,64.14717,5.2349353,122.41347217559814,39.474945,33.08087,-0.7428165,13.992111,47.095734,10.528430938720703,40.54443359375,64.20402193069458,446,18.766266,0.6
37,22,66.82219,100.05507,122.14916,85.63766,155.65149,76.373795,177.90292,78.69304,130.71385,114.40776,154.57613,112.32136,113.51056,171.38704,155.57518,136.59682,200.52515,95.273994,174.26082,159.82698,196.10643,184.47586,151.35101,35.852825,105.82056,53.973446,83.43669,24.987822,30.625892639160156,34.790222,41.322823,-0.8747159,24.64888,21.845612,49.33707046508789,31.216449737548828,60.20207405090332,-87,2.086403,0.6
59,59,76.714516,77.293335,1.8217434,1.4489409,154.3102,77.51555,176.0573,80.18461,120.35312,121.81941,157.23674,124.38098,79.72433,147.10834,141.92181,156.1217,183.26227,132.37167,166.10916,188.12701,191.61465,206.69823,152.28592,51.16856,110.091774,46.702595,87.8613,16.74696,3.7068913777669223,-9.013367,23.75003,-0.14233105,18.571213,25.505493,27.16260655721028,31.628571828206375,61.58420689900716,-924,2.5615692,0.6
98,61,64.971344,99.48952,112.542465,89.97311,143.636,90.3463,160.46259,89.41345,111.51517,108.10264,128.62714,129.83711,108.891945,165.7869,134.1804,158.29044,155.04996,148.72229,138.51308,196.17607,170.7998,204.85046,135.69028,47.14155,89.69063,44.099762,70.84544,27.050026,14.367835998535156,7.49646,9.568146,-0.36969975,8.674393,32.286728,45.164039611816406,48.20582580566406,65.25556182861328,-42,21.734474,0.6
64,40,66.093056,83.64033,2.1811044,2.2794843,147.77185,87.99731,164.09094,87.831024,107.07733,131.31073,131.53606,116.44356,110.56841,182.69566,129.26022,148.13258,157.27306,107.74366,148.0269,178.66678,176.24933,208.56897,134.19772,44.612675,93.638565,43.861137,78.654686,16.325666,5.698450724283859,34.56308,40.388924,-1.6048084,29.902191,28.222427,41.87687810262044,42.628415425618485,70.1638863881429,106,14.867172,0.6
52,28,54.759335,62.849968,1.7647862,1.6296239,144.69623,38.673794,176.80547,32.11543,106.47656,102.87902,130.22015,106.81707,76.81039,184.45459,123.4294,142.165,174.11244,59.066525,162.89088,169.31554,184.36398,201.0715,132.62607,8.049801,78.051575,22.899992,52.018017,7.769193,36.60714213053385,42.289597,83.098465,-1.2886477,31.755966,21.473099,36.496596018473305,21.646404902140297,36.777203718821205,-865,3.9380493,0.6
38,22,88.80304,76.38583,24.637856,9.721933,99.31444,77.74604,131.59741,65.34878,117.22526,102.02841,135.20552,109.48053,108.96625,165.62337,129.49393,132.21272,135.0839,111.004715,130.77968,149.92665,146.54222,162.53548,124.65296,46.660507,109.88344,56.313713,69.15096,41.75126,95.15743064880371,33.410645,21.208008,-2.091255,12.608826,15.762543,10.64013671875,0.9869308471679688,15.549385070800781,-124,7.452118,0.6
92,63,41.17799,89.887726,1.919491,1.4161626,143.69217,87.0114,168.51831,85.97484,92.352745,120.37931,116.55547,126.38461,90.35399,154.86066,118.32968,154.50948,168.74164,119.16942,140.94208,167.91418,155.49896,192.8971,140.11906,55.108746,106.141846,49.57538,89.11481,32.466263,4.526143391927079,0.35118103,35.340057,-0.4553171,24.98291,14.556885,32.51590855916341,38.04927571614583,55.158391316731766,-485,6.0053024,0.6
62,31,51.146667,63.983208,1.8890281,1.8733262,136.88579,70.27406,151.58043,70.667274,96.59569,107.54593,119.75807,118.12719,74.908295,157.89133,115.75719,158.97726,143.73924,102.76155,147.59648,168.9204,180.76985,196.67816,134.39465,13.474077,81.09157,27.271635,54.35073,7.3851714,8.649953206380204,-1.0859375,56.215714,-0.8009446,27.757767,33.17337,54.83409945170085,41.036541620890304,60.923005263010666,-1163,10.581261,0.6
81,52,71.73202,92.30359,1.445421,1.6759651,120.95413,88.42993,157.3429,88.264626,93.22022,141.17758,120.977585,118.13443,100.56086,188.36499,125.43144,151.41037,144.9718,111.905655,147.36404,170.39206,161.59245,204.06087,103.683945,28.931026,66.654816,60.857273,36.248924,56.25129,5.275077819824219,36.95462,39.504715,-1.7216328,33.668808,14.228409,60.73501968383789,28.808773040771484,33.414756774902344,-130,23.043152,0.6
46,29,53.539574,97.74534,1.3846847,1.7130786,134.93651,98.28397,161.34805,99.39418,102.90848,135.78421,135.80782,134.34966,107.19394,173.64064,144.79527,161.91565,184.65555,134.21169,159.67911,192.2075,188.74393,203.68797,125.60768,52.563957,78.95901,52.604904,48.679283,24.783308,1.8393656412760464,11.724991,27.703964,-0.5090129,11.480469,29.06482,45.91054026285808,45.86959330240886,73.69118944803874,-287,1.434555,0.6
104,66,54.130577,72.15576,1.7260213,2.0152895,115.72979,68.117645,135.11414,69.07903,79.33968,102.98836,105.042694,100.221985,75.51118,169.42984,101.49747,135.98758,127.77069,104.93771,106.9794,175.75835,121.32207,204.53217,111.46163,29.612436,85.59302,19.18903,66.18461,4.847061,4.743232727050781,33.44226,31.049866,-1.2340744,28.773819,14.342667,40.17171287536621,50.59511947631836,64.93708801269531,35,2.7663727,0.6
68,58,75.93219,76.076355,1.7300351,1.6739222,141.90024,72.7332,162.65433,71.137726,110.94021,106.73445,139.4874,119.683556,100.583984,164.1263,134.24277,145.906,157.87682,121.5787,152.81894,159.32077,159.68486,180.16264,157.4819,38.77256,122.79471,31.352022,110.92244,8.025691,5.521189371744796,18.220291,24.327309,-0.74263394,20.841873,6.865921,34.54320017496745,41.96373812357585,65.29006926218669,-194,12.949104,0.6
109,69,37.46669,81.06247,1.9667145,1.6623482,118.51246,77.24238,147.57669,78.61074,72.9658,113.00427,94.86275,126.73855,65.86401,189.23851,93.67727,157.89474,136.8495,118.86335,118.17981,178.62576,129.16881,212.2928,116.216545,23.90978,71.46652,43.446304,52.33407,15.389852,4.18121337890625,31.343765,39.031395,-0.9914021,33.667038,10.988998,55.062082290649414,35.52555847167969,63.582011222839355,133,13.734276,0.6
87,70,48.889835,105.36639,106.379364,104.00157,143.27538,100.254555,156.09616,96.6329,112.480865,129.33751,128.9746,130.29504,101.7104,185.95805,135.62749,153.29092,160.74535,122.1733,150.00073,174.10408,173.17123,188.22757,136.90169,51.798836,97.44149,63.644432,73.46916,31.389362,12.480506896972656,32.66713,31.117622,-1.0804576,14.123489,23.170502,49.7650146484375,37.91941833496094,70.17448806762695,-117,0.9575348,0.6
68,44,37.329327,84.85905,2.420425,1.6061231,143.25772,75.22071,171.24126,71.108475,89.14679,114.95158,117.81318,105.16099,65.38634,175.90276,103.946,145.87125,148.20242,102.58459,116.974335,155.28522,130.74141,194.95808,139.42448,46.58744,93.861496,49.30699,64.40331,34.602913,15.592605590820312,30.03151,43.28666,-0.88531315,39.672867,13.767075,30.475303649902344,27.755752563476562,42.45983123779297,-170,9.790588,0.6
68,49,41.472557,102.1824,1.8760716,1.784281,160.05917,100.21409,13.732217,12.588107,106.46568,135.26341,139.87556,133.7076,91.88082,193.06003,133.01596,160.68246,167.04501,137.81137,142.19952,182.26042,157.60944,201.09587,159.42401,70.50081,122.48161,61.501007,91.021416,43.547554,118.14685535430908,32.377563,22.871094,-0.7350396,18.83545,15.409912,1.1607208251953125,10.1605224609375,28.113975524902344,80,1.5558167,0.6
51,28,0.86132,0.74798036,0.15702064,4.441791e-05,0.7286097,0.3462781,0.694249,0.11160697,0.63248813,0.21361412,1.6191139,0.36011812,0.67988056,0.42395383,0.9673946,0.6224239,0.83949685,0.38397604,0.95088136,0.13417827,0.8367671,0.8487312,0.92888737,0.14295873,0.34946808,0.43134013,0.2415868,0.008426199,0.6920504122972488,-0.19847006,0.23844784,-0.25046185,0.71455294,-0.114114285,0.2589963972568512,-0.029385000467300415,0.3935289289802313,0,0.146504,0.6
99,69,26.280392,95.53904,82.68192,92.4407,123.16286,88.24399,140.00975,85.24094,80.41015,116.307724,105.13091,134.6186,76.40339,183.92604,104.62149,167.61292,133.67882,145.97931,120.371925,201.9049,158.46968,207.57268,93.57402,28.410254,62.75814,41.9037,43.394096,16.453398,14.49481201171875,16.313126,21.633606,-0.6625307,5.6677704,38.097755,61.95591163635254,48.46246337890625,73.91276741027832,-68,18.310883,0.6
91,63,29.88282,88.05292,2.0132563,1.9621472,107.407455,87.2784,118.035866,86.32553,67.61869,116.41449,93.691536,122.45172,59.60527,155.90651,91.46622,140.15498,129.36891,122.87862,108.528465,169.44394,127.893875,192.83524,97.30584,44.181072,70.34215,53.328403,50.39823,33.335415,1.786829630533859,15.751526,17.276367,-0.4734256,23.391296,19.36541,43.03788121541341,33.89054997762044,53.88353856404622,23,6.0372314,0.6
75,47,85.09949,80.17656,9.528731,7.0716686,157.64139,93.47114,173.87962,82.72166,141.87617,99.84335,153.88268,133.1466,120.54092,182.44029,139.72209,153.84709,175.57158,117.18727,163.29791,177.33723,190.01257,198.54974,157.90222,39.560543,119.441696,30.85419,95.68492,8.641197,16.029373168945312,28.5932,36.65982,-1.1857575,21.21251,26.71466,45.89590835571289,54.60226058959961,76.81525421142578,160,33.303253,0.6
44,24,32.246506,97.778755,2.6085553,2.0976162,139.82755,56.95962,175.78459,55.07768,105.34547,111.28274,124.50763,99.38287,86.238235,172.3583,123.63211,127.21286,165.56374,97.68918,133.12703,154.31914,140.58963,190.66734,140.4118,25.034842,91.4874,45.387768,79.6734,17.486588,55.68014017740886,45.145447,29.523682,-0.94130045,36.348206,7.4626007,44.90384356180827,24.550917307535812,52.452097574869796,394,11.899864,0.6
108,78,83.23708,90.48654,2.4446232,2.0067148,156.44044,93.331314,177.54239,89.93739,114.5246,133.91245,132.10165,143.65987,104.16759,184.0913,136.1505,150.3957,173.60776,113.123924,150.31233,178.20604,164.95282,216.84616,145.71767,43.193447,97.48962,61.314148,77.58636,33.14949,4.159128824869796,33.695587,37.271782,-1.021993,38.64012,14.640488,48.05830256144206,29.93760172526042,58.10225931803386,35,9.747421,0.6
51,35,81.47829,91.7409,2.2823176,1.9729424,149.96631,96.42294,168.28629,95.02068,108.93714,132.86417,125.37665,140.62927,100.41259,163.64474,126.612526,157.8917,147.92343,138.5094,138.70433,182.3247,153.9504,212.99551,139.9349,54.857193,101.270355,60.007454,82.951,33.853207,5.307881673177079,5.7530518,19.382294,-0.5290444,30.670807,15.246063,39.537653605143234,34.387392679850265,60.54163996378581,-192,7.765106,0.6
81,55,78.768166,94.5281,2.5539923,2.1515732,141.25423,94.242455,155.34079,98.933105,114.9669,135.89923,134.65779,140.2578,112.1558,187.05914,131.395,161.68445,158.18974,138.21965,151.06493,183.71721,172.06262,192.62897,132.37506,62.127502,89.69424,57.33331,78.14676,19.88731,6.063776652018234,25.374695,23.464798,-1.0609453,8.911758,20.997696,33.77372233072917,38.56791559855144,76.01391474405925,114,4.3585663,0.6
73,52,48.99176,82.47915,1.2751718,1.5202593,98.14459,84.75347,145.74881,86.67761,77.88948,136.01714,109.69237,147.92064,46.763176,180.66586,89.56026,182.06955,154.25757,138.44952,126.05258,192.33339,128.16179,219.04616,92.004555,43.474686,48.185875,44.139717,31.42791,7.643299,4.315190633138016,-1.4036865,43.620026,-0.39273062,26.712769,2.1092072,41.162058512369796,40.49702707926433,76.9934450785319,-978,11.903503,0.6
88,67,40.229744,91.99602,97.81756,83.39466,136.28517,84.884056,181.89412,81.92584,99.469025,110.30629,113.74773,128.65,87.30798,181.18082,118.900314,141.84424,161.56563,98.217316,148.28416,147.43768,172.43297,180.16968,130.72923,44.917194,86.39161,52.429665,67.958466,24.843727,12.891754150390625,39.33658,43.626923,-1.1172385,32.731995,24.148804,40.63295364379883,33.1204833984375,60.7064208984375,150,18.343704,0.6
69,53,28.263807,86.92703,1.1156542,1.1967145,76.620026,85.897026,137.63898,92.263084,84.541534,124.9539,103.62044,127.64682,77.27356,174.01729,104.21815,138.46764,123.44799,109.73391,121.59002,156.97554,166.25642,186.33113,87.939575,46.065353,45.18312,14.829327,32.707474,2.9915729,7.801411946614579,35.549652,28.733727,-1.3921856,29.35559,44.666405,42.29703267415364,73.53305943806966,85.37081321080525,-45,2.6929169,0.6
90,85,13.405246,80.29876,1.8553368,1.2063469,128.22908,74.37059,166.22557,76.49017,64.582664,117.55746,86.944435,132.55338,64.622925,172.60867,86.01455,154.74377,138.87213,121.22022,111.876816,164.76642,124.84841,196.52545,122.128845,41.664577,68.96369,52.392494,43.73059,21.96344,6.491167704264328,17.864899,33.523552,-0.69210774,31.759033,12.971596,35.38859430948894,24.66067759195964,55.089731852213546,113,14.995918,0.6
86,50,33.51281,17.875147,1.5616078,0.8129711,118.190994,12.576419,148.71344,15.083139,76.134834,52.57463,100.53853,64.247,74.37437,93.83464,99.03355,90.47129,127.87953,51.381817,113.043106,93.46771,138.20457,150.7155,7.7180295,1.2903588,4.5639486,2.5475569,2.4686773,0.42257994,5.393823941548666,3.36335,39.089474,-0.79343414,57.247787,25.161469,13.887876590092977,12.630678494771322,14.755655427773794,-433,11.672371,0.6
66,41,49.069935,77.27576,2.1657295,1.8851228,88.6349,79.013756,131.49202,91.15612,90.56042,111.367615,107.09535,124.427124,62.92794,142.98343,100.21092,149.77695,150.5927,123.820045,133.23941,169.60556,144.03915,199.41,87.230545,40.132206,53.646603,47.748028,46.33641,13.043843,17.34849039713542,-6.793518,25.956902,-0.21859848,29.804443,10.799744,42.34967676798503,34.733854929606125,69.43803946177165,-655,13.059509,0.6
58,40,30.58817,71.02404,1.3818524,1.2656502,113.30557,75.57879,177.85898,74.985435,110.35617,116.77015,138.0314,134.70132,76.95028,165.74721,124.03212,159.82516,184.00566,120.16485,159.87949,185.34317,172.56529,214.07208,84.85531,17.751883,30.121534,43.43626,6.6667867,18.094564,5.677431742350265,5.922043,39.660316,-0.42578298,28.728912,12.685806,56.11086972554524,30.426492055257157,55.76818784077962,-756,17.931175,0.6
