width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,keypoint_7_x,keypoint_7_y,keypoint_8_x,keypoint_8_y,feature_0,feature_1,feature_2,feature_3,feature_4,quality
422,397,73.25204,116.31983,67.95059,107.064095,98.8739,107.01386,96.17054,121.49756,94.728714,121.187485,92.61641,137.03998,70.01261,146.89568,49.12568,129.9739,45.601593,107.51768,-5.301445,-9.305969,0.45358276,-3.5541306,0.5013345703756262,0.6
422,397,59.497463,107.863304,60.13406,99.344124,78.96787,102.2979,80.74105,117.652664,75.48956,118.228195,84.364815,130.85245,72.35218,149.4176,57.312145,140.40762,49.96552,127.140976,0.6365967,-5.565407,27.796852,3.623764,0.0997095570746791,0.6
422,397,104.73538,174.73979,108.340836,166.45813,131.84052,169.8559,130.32028,184.26352,122.27874,187.12149,135.45274,193.75308,120.304886,206.03873,103.32854,204.02402,91.1059,185.69576,3.6054535,-4.883896,19.237625,5.1324615,0.3039211677392729,0.6
422,397,117.10289,175.0754,114.44517,171.5659,142.92416,165.16179,133.04643,185.62924,1.9056776,1.6482347,141.86786,198.20993,130.40839,205.97769,112.154144,207.17159,113.43959,193.0358,-2.6577225,-9.913605,21.469894,8.821426,0.3150784149840826,0.6
422,397,91.53056,172.98186,99.37694,165.96292,111.09283,167.25958,110.9021,185.01527,2.3014448,1.8718565,119.211235,193.81442,102.399315,207.02136,85.527504,194.59694,83.36305,174.93628,7.8463745,-5.722275,8.973358,8.309135,0.18085067995215365,0.6
422,397,137.02327,160.72287,146.1709,159.93579,148.87936,175.1568,145.72928,184.03377,137.65903,186.63258,143.2719,193.82405,135.5489,201.95116,120.168976,196.28012,120.15578,173.97969,9.147629,14.433929,14.0439,-2.4573822,0.257503594791471,0.6
422,397,145.22507,107.85604,140.12685,104.16984,165.47089,106.99363,161.76868,126.26289,2.7832086,1.8821008,163.87808,135.76697,152.31248,142.70398,137.75673,139.39539,137.67424,127.35994,-5.098221,-0.8624115,23.190102,2.1094055,0.07716637842941076,0.6
422,397,98.10116,158.2441,103.00186,154.92407,107.69268,164.46448,110.384735,173.89282,104.75782,174.46538,114.99813,184.83463,105.9,204.39801,87.21889,187.4444,77.431175,165.12175,4.9007034,6.2203827,10.197678,4.6133957,0.38729678541708257,0.6
422,397,95.3363,170.35097,98.7084,164.3405,123.88775,161.27089,121.18709,171.65132,113.93816,172.30592,128.56146,181.03491,113.546455,201.88307,90.22224,190.31334,79.57409,169.56578,3.3720932,-9.080078,5.225281,7.3743744,0.3545809742122574,0.6
422,397,111.04517,165.62875,111.855255,161.01778,129.35155,159.11119,138.92271,173.15591,132.05153,177.40085,142.13503,182.9706,131.75868,201.3559,105.090096,186.57893,89.829254,154.43578,0.8100815,-6.517563,-6.5820007,3.2123108,0.11975831484491373,0.6
94,71,121.65872,87.21952,123.89736,62.499275,155.83795,68.03617,153.95905,108.07285,1.4944463,1.1243689,165.75563,135.88242,141.4498,162.79137,104.658775,129.27127,89.65383,75.769226,2.2386398,-19.18335,13.269951,11.796585,0.2779873749865631,0.7
82,50,10.997612,6.1671042,93.07667,84.10169,115.24951,93.139336,120.56595,129.16171,55.50502,63.872498,127.50607,167.80699,87.7348,179.35861,72.33487,152.9269,60.837833,101.64943,82.079056,86.97223,17.547737,6.9401245,0.48236096116402094,0.7
95,71,96.776985,107.77728,101.82965,94.90911,128.87405,106.191376,120.498764,146.20837,105.49225,149.91829,127.64365,177.62071,96.71568,202.68004,63.75627,163.20844,57.407703,111.17254,5.0526657,-1.585907,16.263428,7.144882,0.25603840215207563,0.7
50,41,97.08531,110.133705,91.19852,92.77702,137.54541,87.43665,150.1919,125.49964,128.73747,131.72035,155.5229,162.08272,119.484314,185.86235,66.45745,145.06448,44.364017,78.26506,-5.886795,-22.697052,-14.511963,5.331009,0.21094940373449567,0.7
87,65,92.91678,93.50619,105.184944,85.78311,119.70706,102.93565,113.66336,134.50246,101.60531,132.63005,103.8025,167.60602,67.16125,183.39389,37.086964,131.41403,33.84782,74.60995,12.268166,9.429466,-11.173164,-9.860863,0.0913441855133077,0.7
61,56,5.9411354,3.4476867,86.98876,76.71542,145.49908,67.10565,142.80365,94.73149,131.87769,107.03069,154.81857,124.88678,124.19374,140.479,78.947784,128.02335,64.15163,82.817566,81.04762,63.657967,6.1021423,12.014923,0.3589518819256934,0.7
109,81,112.54634,71.183136,131.3707,72.01475,132.84045,91.26568,128.5829,116.09266,107.27175,118.23455,134.48407,151.46138,98.67788,186.20502,67.72059,147.04929,48.5765,98.62781,18.824356,20.082542,26.61306,5.901169,0.15424619700519826,0.7
94,64,111.364655,70.01692,120.62364,57.387775,138.65724,75.67231,141.58652,106.73371,133.67105,115.78173,153.88385,148.4736,136.2156,179.2973,85.71749,140.4107,60.827126,79.52867,9.258987,5.655388,22.140896,12.297333,0.3271785080143099,0.7
43,34,94.222855,59.753338,102.9684,43.999275,124.33864,73.85031,130.98553,113.87442,1.442793,1.1690513,147.5111,158.43004,121.11029,185.83519,80.24573,168.95946,41.02565,120.622536,8.745544,14.096973,76.62326,16.525558,0.24659985947913277,0.7
61,47,102.64064,61.397106,104.84404,44.447376,130.60358,74.00327,132.92842,110.78651,117.20737,126.561935,144.68391,145.3685,109.032745,173.80545,73.3551,125.3042,55.659653,62.64722,2.2033997,12.606167,18.199844,11.755493,0.4574785197175104,0.7
76,61,22.99886,13.288866,100.451546,52.5905,139.66258,65.627106,148.23016,111.4415,1.1541748,0.83422494,149.55609,139.97281,125.4972,153.81577,84.795105,124.363205,69.022514,57.868755,77.45268,52.33824,5.2782555,1.3259277,0.21736001901254598,0.7
113,80,99.099236,99.95876,92.21901,80.70957,134.15092,74.73313,129.35446,116.563065,115.82959,121.39885,135.5676,145.39236,102.86679,172.02844,72.93407,143.13321,62.602333,102.01854,-6.880226,-25.225632,21.308968,6.213135,0.049375460111692915,0.7
48,38,108.259384,104.1167,81.37694,56.32494,143.27274,71.99631,143.46864,129.06984,2.6027198,1.7834159,148.98215,157.99928,124.80287,175.82465,89.77263,161.13072,77.29819,125.148254,-26.882446,-32.12039,68.82332,5.513504,0.250743259926028,0.7
74,55,4.784303,2.4914837,92.66356,61.79203,118.34891,59.601933,117.05295,96.440155,95.84434,108.8553,131.56192,119.50558,91.45973,150.66087,58.894646,114.600296,47.371468,56.747513,87.87926,57.11045,-5.0445175,14.508972,0.0011751957576013883,0.7
104,72,128.6571,75.895966,133.28287,48.602886,172.35912,66.91633,163.80438,115.979706,1.0226798,0.91900104,175.47504,134.34433,148.22978,168.77966,106.17784,128.8251,86.42582,60.787178,4.625763,-8.979637,12.184292,11.670654,0.15569316468323535,0.7
72,44,80.95874,76.56328,79.52998,49.7004,103.94167,84.74156,103.610176,120.325,84.06492,134.85468,103.92189,156.05861,87.18982,200.26462,42.159775,147.2169,20.13737,72.622604,-1.4287567,8.178284,22.922203,0.31171417,0.5304202546526844,0.7
96,60,99.99439,87.365135,100.75171,63.782616,134.00919,83.65791,132.17926,136.46355,119.43487,147.01642,145.18181,176.96445,110.49762,212.2611,57.64771,170.94257,44.66621,114.3786,0.7573166,-3.707222,50.595985,13.002548,0.3249631876601162,0.7
148,96,177.58766,32.074684,202.28606,16.265879,214.92801,48.253838,206.73685,80.10587,185.40346,83.9843,214.42245,128.92468,185.2767,170.11873,156.53401,132.34659,147.95705,76.46079,24.698395,16.179153,60.194916,7.685608,0.8800807607330321,0.7
93,45,121.17407,64.71114,2.384083,3.5165396,147.3249,61.469578,128.84486,98.27893,2.2291217,2.1381354,151.0282,112.90384,121.94581,165.47462,106.52257,145.94139,91.08739,105.084496,-118.789986,-3.2415657,101.567955,22.183334,1.5786389798234377,0.7
51,24,94.70038,75.07338,108.62072,55.0922,136.44589,74.30144,121.23638,122.163506,1.3014512,1.0710304,130.55798,159.93152,105.354546,186.44868,70.20312,148.4556,51.403152,72.501945,13.9203415,-0.77194214,17.409744,9.321602,0.2947252812809633,0.7
99,61,117.93532,61.309975,129.53912,45.92821,147.00491,75.91354,147.43285,118.26231,136.2054,134.90941,154.65106,158.45433,127.709335,179.92903,73.64176,127.40457,56.31826,47.68417,11.603806,14.603569,1.7559586,7.218216,0.16098181588758576,0.7
80,40,105.079346,56.365547,114.30791,22.467714,150.92561,38.263836,141.64104,97.228264,130.93196,93.56456,142.7228,136.19005,120.257416,155.6154,72.87288,116.62284,55.663208,33.801666,9.228561,-18.101711,11.333952,1.0817566,0.14755628380212849,0.7
84,41,4.9957514,2.6854293,103.30775,34.005787,138.66962,49.14675,148.81927,107.29578,0.9491667,0.6358469,156.93767,161.81424,134.03381,184.95523,85.42797,121.71718,68.109436,26.536058,98.312,46.461323,-7.4697285,8.118393,0.8290350155160118,0.7
121,76,117.810425,91.866486,125.09385,56.486618,160.19624,67.50327,147.56125,125.36073,126.11434,139.3036,149.28154,164.54366,121.67695,203.41309,78.17222,135.15228,74.4151,49.813602,7.2834244,-24.363213,-6.6730156,1.7202911,0.42796208673816327,0.7
58,30,3.9627225,2.2002218,100.29642,71.01317,139.26176,75.37291,146.59396,118.56708,1.5904725,0.7353753,162.42288,163.59598,132.92499,184.8351,97.35913,169.69577,76.27177,128.17622,96.333694,73.17269,57.163055,15.828918,0.19056314354596715,0.7
101,60,122.4347,103.91762,130.45132,88.01697,149.33954,107.10475,142.65741,144.67952,124.174416,154.12651,146.62834,182.05788,125.77121,210.72493,99.38559,180.16968,90.83543,137.71423,8.016624,3.1871338,49.697266,3.970932,0.609779725782136,0.7
71,34,120.60958,72.267715,130.53235,38.92726,147.30205,62.4901,140.23846,143.13329,130.26782,142.11946,137.73961,190.29953,117.13587,214.88954,87.25259,182.9443,92.21882,125.894226,9.922768,-9.777615,86.966965,-2.4988556,0.851112451554147,0.7
77,57,110.21502,83.64501,113.862366,64.71163,142.7153,75.20296,143.6294,118.138016,126.28385,127.11429,154.64725,164.42032,132.44249,185.46895,100.59269,171.43413,89.23238,141.04767,3.6473465,-8.442055,76.33604,11.017853,0.190291015022231,0.7
132,78,117.70922,100.22263,136.23608,90.607635,156.49008,97.93717,155.33015,131.74681,134.19928,133.8528,156.3578,173.08823,126.22425,199.91574,87.49187,155.56012,71.230225,84.60415,18.526863,-2.2854614,-6.0034866,1.0276489,0.021965755900883455,0.7
44,30,155.43613,75.7369,170.17267,60.15364,192.34738,85.93432,192.87732,126.701294,175.7912,124.40609,185.36813,155.21051,157.4365,162.43967,109.68943,143.95508,94.25405,96.99261,14.736542,10.197418,36.838966,-7.509186,0.20581989417126856,0.7
58,47,115.74467,88.71046,110.26191,50.564133,181.02643,44.139267,174.24855,121.18253,1.4896264,0.84641767,187.49367,181.26013,149.184,208.12247,89.65587,191.44221,65.74775,142.7602,-5.4827576,-44.57119,92.19606,13.245117,0.18021551927900292,0.7
46,36,117.72182,79.1922,125.448494,45.381607,163.79245,45.582985,162.24478,76.607796,1.1383376,0.77485114,169.27211,144.28384,126.50151,171.85063,87.54375,139.85944,66.10595,71.004234,7.726677,-33.609215,25.622627,7.0273285,0.0029557596586737844,0.7
67,64,113.58243,95.57568,112.98648,75.04432,142.1665,77.14844,149.30438,99.325455,1.7908062,1.324488,162.88467,131.34064,139.56079,143.14107,93.14945,109.12567,70.885284,49.773483,-0.59594727,-18.427246,-25.270836,13.580292,0.2926779257254525,0.7
60,72,113.654724,74.01999,127.3885,52.591125,168.69455,69.18739,146.5811,112.14572,1.7244915,0.9953502,143.39676,140.11893,105.48121,156.02051,49.07614,117.92966,34.896397,50.98246,13.733772,-4.832596,-1.6086655,-3.1843414,0.46703887391988896,0.7
65,57,85.68606,84.089195,80.66414,65.34266,120.61965,58.888084,117.99574,98.17211,1.9170344,1.6881597,150.10645,119.06569,130.02461,165.45868,69.12355,149.44989,41.769966,103.578026,-5.0219193,-25.20111,38.235367,32.110703,0.01841688134014663,0.7
153,87,85.4105,73.084366,85.74145,55.788414,114.98657,57.84572,116.8927,86.64462,111.68967,91.466835,121.76927,106.04395,104.64621,118.473755,76.54527,105.7417,63.927464,66.05438,0.33094788,-15.238647,10.265968,4.8765717,0.01606020771045147,0.7
84,46,134.08908,67.43375,146.22452,56.004574,150.72905,80.44337,146.93079,101.30294,1.9293493,1.2704642,147.23004,125.9879,137.9686,135.92892,116.06694,121.39139,101.086044,81.53468,12.135437,13.009621,25.53011,0.29925537,0.3681577139168224,0.7
63,33,146.70302,42.594826,160.0065,28.647484,182.33313,39.403835,183.6189,69.153725,1.5181582,0.8389642,196.64381,109.07718,163.09923,128.18768,134.72502,120.039024,116.43686,72.745636,13.303482,-3.1909904,44.098152,13.024918,0.09849920207836993,0.7
117,93,110.25942,83.13962,120.71745,70.29739,129.67244,92.51541,132.27667,123.788216,2.11699,1.458176,140.62816,147.76355,124.58168,150.41298,93.463646,122.73975,80.204956,72.8052,10.458031,9.375793,2.5078049,8.351486,0.2562772175825847,0.7
70,71,124.16669,83.06757,124.86078,58.372257,175.39267,82.58066,158.59952,118.535065,1.9732656,1.2256591,160.5419,147.64172,125.53502,157.75647,83.15492,119.554016,70.89908,54.55941,0.6940918,-0.4869156,-3.8128471,1.9423828,0.3313324379227094,0.7
56,42,84.97327,81.47057,79.60271,54.113716,117.80852,59.33987,121.98394,100.50535,113.59651,107.9412,128.33517,129.05334,99.70651,155.43433,60.623077,116.89925,46.121735,61.411728,-5.3705597,-22.130703,7.298012,6.3512344,0.19033131402834114,0.7
107,80,111.93471,65.84932,120.1678,51.507565,142.1366,63.01703,149.87024,99.5376,140.66737,104.24334,156.35571,126.0949,132.29929,145.48486,102.832016,132.5491,87.54292,100.69065,8.233093,-2.8322906,49.183086,6.4854736,0.1785539571470416,0.7
182,132,115.32921,68.82265,117.56224,59.64443,135.83632,88.086586,121.60634,110.23852,1.9885758,1.3653647,140.51392,152.17892,126.24751,161.35698,95.006905,129.9541,81.83349,76.21619,2.2330322,19.263939,16.571758,18.907578,0.5962451495498817,0.7
220,178,95.9767,73.950676,104.39889,50.829346,140.34982,59.009987,132.28214,102.35051,115.33743,102.495316,139.50958,134.22556,112.837296,154.48256,81.86468,146.92625,69.236435,114.98684,8.422188,-14.940689,64.15749,7.2274475,0.10089055223861765,0.7
202,128,101.44395,82.12863,100.77384,68.97247,126.22174,62.751656,129.65712,98.33235,120.26768,102.136826,133.96169,135.2248,119.4571,156.15697,99.44455,137.03262,92.06775,99.54121,-0.670105,-19.376976,30.568733,4.3045654,0.5261992123353421,0.7
61,48,3.314277,1.9518039,2.643715,3.9418838,113.69282,29.461569,136.20131,90.15449,0.59929836,0.64978284,174.73427,124.66583,123.56466,180.31953,82.40981,162.13107,59.298534,108.9034,-0.670562,27.509766,104.96151,38.53296,0.9711163206916633,0.7
79,54,127.54834,66.99974,138.37395,58.039692,161.96686,78.574776,161.20471,113.76834,152.3208,119.837296,163.23221,145.85837,136.5596,159.9325,80.95293,119.39392,54.279587,36.190132,10.825607,11.575035,-21.84956,2.0274963,0.3694108530233906,0.7
144,102,104.122444,49.37177,117.08115,25.41866,147.8067,42.592155,129.12462,102.122086,114.66917,101.968735,136.08568,138.652,98.88073,160.35657,49.895676,115.97232,39.47277,42.34372,12.958702,-6.7796135,16.92506,6.9610596,0.006849593453722713,0.7
73,52,100.25475,79.3099,113.96564,61.889526,138.02176,87.84572,125.079285,120.15816,1.3325961,0.9593253,137.37158,156.74243,120.58742,171.14865,82.48956,123.04479,68.19534,50.83139,13.710884,8.53582,-11.058136,12.292297,0.13503329274009834,0.7
103,75,110.59873,66.8589,115.23979,46.226234,133.70984,70.121796,128.5875,107.79228,117.51539,112.94914,130.54369,139.44228,107.24164,155.07642,73.82628,134.0311,62.346287,88.21084,4.64106,3.2628937,41.984604,1.956192,0.23251787674262636,0.7
99,89,129.3832,90.11892,115.01664,80.72505,152.03479,40.673763,182.0679,96.73337,159.32529,104.27164,189.00398,144.0598,158.4589,169.10898,95.82157,136.16745,70.64432,59.142307,-14.366554,-49.445156,-21.582745,6.936081,0.06998838065601642,0.7
139,104,106.30284,88.890686,98.330284,99.46427,126.88563,74.891396,123.48163,124.80455,3.0082378,1.7406029,137.02406,154.40831,111.411606,166.78821,59.619488,136.03844,46.35003,61.841827,-7.972557,-13.99929,-37.622444,13.542435,0.40937724740436343,0.7
80,49,97.80726,65.2531,117.13446,47.99559,141.97884,69.356155,140.60802,110.133675,129.96735,117.46692,146.2554,151.5889,128.36235,171.98764,87.266525,144.34084,63.82113,78.961266,19.327202,4.103058,30.965675,5.6473846,0.3310307467001692,0.7
89,61,4.225249,2.6047225,90.41712,60.0133,113.16773,61.85457,121.387115,101.560486,106.15368,110.39674,129.44241,138.36781,109.19784,146.70526,76.43069,119.551285,70.01079,65.308044,86.19187,59.249847,5.2947426,8.055298,0.7988079300473592,0.7
111,77,112.27926,81.47423,125.301735,44.517735,142.21399,68.01223,138.32333,115.457344,1.2531744,1.1176403,161.92088,143.03064,141.32283,182.74828,93.48828,162.02917,56.94668,110.253395,13.022476,-13.461998,65.73566,23.59755,0.21238392356381475,0.7
107,71,117.36393,82.673,4.7922974,3.2951524,147.55963,41.824154,145.6813,89.29142,0.87772644,1.2059276,163.01436,135.74265,134.21109,171.3846,103.78695,137.13594,82.93815,60.12862,-112.57163,-40.848843,56.83347,17.333054,1.9085387101547715,0.7
101,80,103.12013,87.352066,103.45883,68.58444,147.4846,71.3052,132.66994,133.44618,122.81312,131.65968,155.22284,164.25714,121.680435,194.53497,82.93481,179.10678,67.33046,136.51833,0.33869934,-16.046867,67.93388,22.552902,0.018414744918431536,0.7
71,47,99.36071,73.493164,102.66217,48.1925,123.33911,80.46515,120.76175,118.190315,109.80585,111.471664,124.95592,153.73672,110.681,174.62747,74.80434,133.11652,61.755573,81.71469,3.3014603,6.971985,33.52219,4.194168,0.8067660254730344,0.7
84,54,108.81981,72.898346,5.2327776,3.9934635,130.71954,72.59733,125.73835,98.759674,1.8051417,1.7869129,133.64803,132.14117,116.78749,155.27893,85.11771,125.45155,59.74166,82.30999,-103.58703,-0.30101776,78.31653,7.9096756,1.3738012802909068,0.7
91,75,83.3285,69.81387,3.647475,4.3168135,111.95238,43.66236,116.92073,76.083374,1.7159693,1.685526,136.58002,121.38422,115.27982,153.50311,85.83339,135.13051,62.058334,93.64944,-79.68102,-26.151512,89.33263,19.659286,1.3882189371049827,0.7
138,100,117.732346,94.88962,123.87369,76.526474,148.98622,103.06762,131.00017,133.56516,1.8102553,1.2205259,138.37285,166.00865,116.35741,179.00322,88.28027,150.34918,77.62783,107.564575,6.141342,8.178001,31.038101,7.3726807,0.18709225336544444,0.7
152,98,98.89842,78.754585,101.66478,60.09559,138.8502,80.30706,126.655876,129.95656,1.0409952,0.89063025,139.48393,164.8115,109.47746,185.23094,73.11032,141.22049,64.23858,69.49527,2.7663574,1.552475,9.399681,12.828056,0.41305197526504456,0.7
127,96,134.75877,58.378044,152.69218,42.07404,166.56035,75.40685,146.88925,114.78586,0.7961875,0.64954937,154.90952,158.14102,120.05496,187.85359,82.999916,129.3127,76.831375,58.998093,17.93341,17.028809,16.924053,8.020264,0.3877249362328328,0.7
66,65,127.972984,45.993336,144.97688,36.055214,184.01546,55.14641,165.8162,97.84192,1.1977549,0.9400502,183.32155,148.13649,120.52242,174.2623,59.677193,130.67807,45.759167,57.844975,17.003899,9.153076,21.78976,17.505356,0.2350213051562069,0.7
32,45,116.260086,40.275856,142.66148,19.294664,184.02487,54.533314,159.40733,89.234886,135.20056,98.38103,161.42842,130.15596,103.59469,147.89307,35.041145,105.97562,25.036453,48.78067,26.401398,14.257458,29.486006,2.0210876,0.4051987772365705,0.7
91,84,123.01216,79.00365,131.3535,56.729115,158.41112,82.02318,154.02206,115.76642,141.20914,124.73534,152.15012,158.40363,122.669266,178.71056,76.0787,126.57491,66.213776,58.964676,8.341339,3.0195312,2.2355614,-1.8719482,0.0367629998249388,0.7
130,108,88.00928,58.263363,95.46891,31.54142,133.79732,63.757668,127.487335,106.55936,117.07607,114.94113,137.08487,155.97858,101.20784,185.27188,63.458588,181.85994,37.374195,145.81578,7.459633,5.4943047,114.27436,9.597534,0.03498207041866941,0.7
110,75,107.9402,43.34309,115.444336,14.804331,144.52742,33.33365,126.61283,104.36786,1.7775161,1.6871086,150.86215,158.04181,124.63061,184.98608,78.65309,110.24619,71.02515,18.665472,7.504135,-10.009441,3.8611412,24.249321,1.0238612923667816,0.7
129,115,132.16438,73.38344,146.4877,49.562828,167.2059,71.440186,167.64215,110.97804,156.14679,111.640045,165.1211,144.89966,142.95831,166.76576,91.92659,147.7688,71.202034,95.65001,14.3233185,-1.9432526,46.08718,-2.5210571,0.06570758450720593,0.7
99,72,106.81993,48.656265,110.89679,30.200348,133.64679,44.79989,130.71489,84.19979,2.392882,2.149608,140.37222,127.6071,118.495705,151.07635,94.02025,128.83913,89.51021,84.85968,4.0768585,-3.8563766,54.659332,9.657333,0.7819344848288194,0.7
161,104,113.22725,73.91152,120.81102,54.949535,142.44725,75.741714,142.56383,111.19878,134.64377,125.9216,154.95946,152.49406,127.73311,180.26762,87.64487,143.74466,68.16829,86.986,7.5837708,1.8301926,32.036465,12.39563,0.42066560449774104,0.7
94,53,104.176346,62.507133,120.56276,43.839485,141.10915,70.86916,134.92734,125.46565,1.3077358,1.0380286,143.33643,159.58186,116.36468,180.96712,79.28116,154.31717,58.254505,96.94399,16.386414,8.36203,53.104507,8.409088,0.3294461781612339,0.7
153,114,83.395164,68.023,6.2831316,3.419135,117.84446,53.055683,113.583336,96.28307,1.3426,1.4782997,140.21484,140.38885,118.10583,162.0438,78.43454,135.7529,49.29225,86.233025,-77.11203,-14.9673195,82.81389,26.631508,1.2983321729603445,0.7
126,82,118.18755,46.353256,125.157364,23.411343,142.96474,44.689644,142.62714,91.17896,1.4167733,1.274435,144.77933,134.33867,112.764145,157.1355,78.46179,126.63118,59.38281,64.086876,6.9698105,-1.6636124,40.675533,2.1521912,0.31517700501780554,0.7
52,31,124.58745,86.45673,142.19899,81.99396,159.59924,92.946045,145.138,130.82681,1.5349764,1.1215951,146.68907,167.60956,117.73348,185.41904,85.07883,149.72617,79.98368,93.846855,17.611542,6.489311,11.852898,1.5510712,0.08482175517099377,0.7
138,88,119.69939,48.606453,124.7871,42.13706,142.65405,60.539124,144.89162,96.50774,138.29523,103.56769,155.52141,135.97733,144.98878,154.77768,104.964355,117.56054,93.58576,53.04211,5.087715,11.932671,10.905052,10.629791,1.0554615929245599,0.7
144,64,98.453415,97.68702,96.62019,82.06162,123.55313,65.838905,131.23532,113.27074,120.63345,116.07585,138.40414,154.73209,121.93511,178.50096,92.300735,144.38359,77.319336,80.11418,-1.8332214,-31.848114,-1.9474411,7.1688232,0.8105855925900323,0.7
177,93,117.583824,61.35341,119.57426,39.948215,149.77881,60.868454,136.75148,123.46736,0.8743714,0.86777467,149.26361,169.0001,122.85977,210.07068,90.86796,148.2644,80.30045,60.250946,1.9904327,-0.48495483,20.30273,12.512131,1.1989277130831022,0.7
80,44,97.38161,76.023224,119.00815,51.23694,149.78598,81.924385,136.82784,134.12451,1.2279823,1.0596576,143.69238,174.63194,117.03378,212.1745,77.81185,156.97408,52.3951,64.82025,21.626541,5.901161,13.583313,6.8645477,0.37770383836153854,0.7
81,48,83.71909,62.435802,78.35167,30.036722,108.73465,46.211395,106.29367,102.287796,2.654619,3.3328705,115.65995,150.32664,98.82328,177.55098,66.023895,155.64804,54.47134,100.98243,-5.367424,-16.224407,70.94571,9.36628,0.6816269485305926,0.7
69,37,86.45704,65.45937,91.89299,29.099628,124.64396,42.326656,133.02382,102.23568,122.66266,107.992966,152.1231,141.32988,116.785675,181.91872,101.64693,181.49118,83.36414,161.23581,5.435951,-23.132717,132.13618,19.099274,0.019901807149440565,0.7
129,72,110.66038,83.69427,123.12777,62.594097,158.76375,68.3059,151.00806,119.17941,4.7513876,3.5176623,158.88585,165.44522,123.04231,197.34956,83.76351,145.59346,71.694954,71.67578,12.467392,-15.388367,9.081684,7.8777924,0.2965319591384259,0.7
150,98,86.96117,98.30562,98.36409,75.96273,124.46106,91.87932,113.01041,126.54983,1.5576538,1.547204,123.440155,174.59753,96.40119,200.40024,61.84934,174.37962,43.83179,130.47943,11.402924,-6.4263,54.5167,10.429749,0.14220583975681889,0.7
106,77,124.25114,89.209694,131.21957,75.539,149.2357,103.89481,140.91377,135.50629,1.6989549,1.1670336,151.65958,161.93423,119.56758,182.0215,86.81569,161.26144,59.250362,118.32744,6.968437,14.68512,42.788437,10.745804,0.07462668824436802,0.7
88,38,3.6653492,1.9058652,3.574347,3.087505,134.61165,93.81626,130.51518,150.29211,0.77255917,1.0147184,130.60962,187.26361,110.01762,212.39941,72.78764,144.91742,52.09166,57.145573,-0.091002226,91.91039,54.058067,0.094436646,1.3504399384438543,0.7
94,54,91.08208,64.80236,4.8590584,2.9230123,119.32332,58.99949,105.81405,105.85274,1.505765,1.7152768,119.761765,150.83975,96.52491,178.46896,69.55051,154.05804,47.358406,112.77499,-86.22302,-5.8028717,109.851974,13.947716,0.9544044088691508,0.7
91,63,107.00403,52.16273,118.26327,45.826912,125.87179,70.591866,117.99686,88.125496,2.0679457,1.5370989,120.92241,112.82444,102.94776,126.88232,77.6763,108.324486,61.970337,66.55187,11.259239,18.429134,20.72496,2.9255524,0.03831645301382536,0.7
100,79,103.93089,80.337654,105.57414,63.281536,130.93826,70.86031,132.28903,96.23434,122.48181,100.777176,137.1655,136.78854,114.90515,154.12596,93.415695,131.72078,80.56608,96.75625,1.6432495,-9.477341,33.474712,4.876465,0.3623635711016868,0.7
124,80,88.875656,42.009384,91.97901,23.94075,113.1805,51.87121,117.46377,100.68794,1.695422,1.4912573,124.43852,146.85268,102.15988,171.60037,70.93656,148.02477,53.48546,99.80942,3.1033554,9.861824,75.86867,6.9747543,0.6832349405318887,0.7
92,68,112.52968,87.363945,103.89054,70.4184,145.32544,81.90035,138.13005,115.913864,1.8453668,1.256012,157.20116,148.58224,130.36116,168.65086,90.01645,144.05658,72.11724,101.79519,-8.639137,-5.4635925,31.376785,19.071106,0.09104939261611977,0.7
152,142,116.20084,100.70591,121.39043,96.42346,141.48091,104.84976,139.4997,128.52272,127.46125,127.93304,147.35794,149.65007,124.02055,167.87495,88.4267,146.06677,71.616585,110.64923,5.189583,4.143852,14.225769,7.858246,0.23009743379261827,0.7
109,81,104.166595,90.17406,110.17087,83.04267,131.84195,97.25815,121.545,125.57437,3.1507533,2.1443567,129.6678,149.27762,111.77324,156.72661,85.07287,145.98448,74.78153,115.06999,6.0042725,7.084091,32.02732,8.122803,0.01703802072580407,0.7
106,97,97.58745,110.14765,93.824486,92.13647,129.33057,85.23186,141.83588,114.30873,124.92071,118.512955,149.44981,141.44026,112.76094,159.1727,88.094284,154.34529,66.582726,136.25047,-3.7629623,-24.915794,44.114006,7.6139374,0.3886391321852787,0.7
273,293,91.015144,101.23642,88.663124,86.24244,131.50984,82.00473,148.68655,119.3299,138.33817,118.21109,152.31268,141.51094,117.557976,153.39449,76.9969,128.80473,58.243958,94.411804,-2.3520203,-19.23169,8.169365,3.6261292,0.26620529662341064,0.7
120,98,70.68736,92.36747,65.950714,82.13451,103.83887,66.45917,111.11424,116.23383,98.51989,116.32918,113.35323,142.39139,90.50607,160.90572,47.978542,126.79172,39.753876,72.9605,-4.7366486,-25.908302,-9.174004,2.2389908,0.03093133228465983,0.7
128,100,111.279205,81.40945,120.84317,68.604965,131.85771,83.10176,131.79115,106.32491,124.32947,106.08373,137.1156,125.038376,111.36177,135.12358,87.31499,124.45274,76.66451,102.991425,9.563965,1.6923141,34.38646,5.3244476,0.10471812148604909,0.7
