width,height,keypoint_0_x,keypoint_0_y,keypoint_1_x,keypoint_1_y,keypoint_2_x,keypoint_2_y,keypoint_3_x,keypoint_3_y,keypoint_4_x,keypoint_4_y,keypoint_5_x,keypoint_5_y,keypoint_6_x,keypoint_6_y,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,quality
24,19,93.11584,83.36269,119.37392,42.01937,129.76334,109.3359,127.76155,176.69397,111.01922,146.65128,74.147606,171.06842,63.626396,140.68343,26.25808,25.973206,2.0017853,30.042694,24.417145,-24.121129353841155,0.6
42,31,108.41201,73.26085,135.85973,44.57567,153.19586,114.6291,154.72865,188.49394,131.59152,142.47072,64.37277,174.71445,33.67547,132.73737,27.447716,41.368248,1.5327911,46.023224,32.24373,-35.82233683268228,0.6
33,24,87.08955,84.047295,155.61946,36.74286,157.51202,102.48421,163.04459,169.71426,128.19699,150.11899,80.78843,168.8248,38.953804,113.52395,68.529915,18.436913,5.5325623,19.595276,18.70581,-49.36206817626953,0.6
73,44,111.21037,94.670715,152.37198,17.800285,155.6636,115.38359,155.07037,213.22499,138.15039,178.93192,101.53226,206.36885,85.362854,165.42003,41.161606,20.712875,0.5932312,34.293076,27.436935,-34.08855692545572,0.6
57,36,123.10964,124.575386,151.52654,31.400558,172.72235,116.75162,164.51106,210.0913,149.59401,185.20447,121.76788,212.1723,94.525986,186.19966,28.416893,-7.8237686,8.211288,24.886826,26.967834,-16.289698282877595,0.6
44,50,85.89301,92.771286,165.89516,31.935781,162.69418,107.92658,160.23387,188.81981,132.49313,166.9789,78.51301,183.94113,51.030792,156.75731,80.002144,15.155296,2.460312,21.840912,16.962234,-23.155980428059905,0.6
74,63,102.74021,75.38071,131.27301,47.48199,169.36227,110.168686,168.95236,190.46156,146.20364,136.90051,88.73288,164.8322,42.003387,116.562256,28.532799,34.78798,0.4099121,53.56105,27.931686,-47.50250244140625,0.6
63,51,64.78979,62.025913,94.87552,22.379816,119.77262,82.50055,123.145645,165.29579,100.269775,105.42081,60.92116,146.73297,31.686323,119.975006,30.085732,20.474636,3.373024,59.874985,41.312164,-19.174855550130218,0.6
47,28,119.265945,62.780094,143.88083,41.586437,168.9399,118.87482,159.25208,205.10303,136.89821,136.7612,73.06093,173.5452,50.934,138.27574,24.614883,56.094723,9.68782,68.34183,36.783997,-33.52739969889322,0.6
52,26,124.66546,80.608505,132.44527,60.45762,154.25598,114.28571,151.48636,174.35635,129.11467,137.65228,95.26897,146.14716,75.060585,138.38574,7.779808,33.677208,2.7696228,36.70407,8.494873,-14.332855224609375,0.6
85,55,117.86559,59.463383,122.680115,26.495007,144.82133,108.1749,151.90591,195.0911,129.30554,157.82875,100.15878,194.9804,72.20323,152.58095,4.814522,48.711514,7.0845795,37.262344,37.15164,-30.052474975585938,0.6
38,27,113.349525,52.363937,123.77588,23.233599,139.26434,85.8225,142.53125,175.28845,121.6799,121.308105,79.77013,168.12782,37.530178,93.9791,10.426353,33.458565,3.2669067,53.980347,46.819717,-60.92901865641275,0.6
57,33,72.637955,86.81649,129.20538,32.542313,150.4378,112.52483,145.29596,206.4414,124.851295,126.978836,66.40006,169.68279,36.69442,126.79347,56.56743,25.708344,5.1418457,79.46257,42.70395,-40.90753682454428,0.6
35,22,68.160355,76.099655,112.67091,35.87146,128.11122,100.89933,126.06384,175.98045,106.86585,131.59494,68.78925,173.97072,45.171646,133.66895,44.51056,24.799675,2.0473785,44.385513,42.37578,-26.846415201822907,0.6
53,38,117.11844,108.93843,144.91925,68.83126,147.34973,132.5782,148.5196,195.30652,136.78856,165.06737,108.8232,187.40512,85.84279,159.49753,27.800812,23.63977,1.1698761,30.239151,22.337753,-23.095489501953125,0.6
91,63,112.93948,78.166756,129.1919,58.59527,145.76543,125.719765,130.89502,206.4522,118.97862,151.72536,85.46383,175.58578,61.66944,128.77545,16.25241,47.55301,14.870407,54.726837,23.860428,-49.14565022786459,0.6
51,29,69.69392,94.55588,114.70961,47.4372,130.13205,115.45112,122.01801,194.49664,110.35126,144.62073,59.315918,175.23195,38.04891,139.13928,45.015694,20.89524,8.114037,49.875916,30.611221,-32.31048583984375,0.6
41,29,70.93567,121.16261,120.95716,61.855026,129.49625,125.01764,121.262764,197.52951,109.435165,138.84233,64.6609,197.80061,38.587376,158.4276,50.021492,3.8550262,8.233482,58.68718,58.958282,-19.62987772623697,0.6
61,52,88.335205,99.64783,122.99792,68.77516,139.5271,139.9022,136.17958,204.20491,110.63651,157.57423,58.791054,176.62946,41.753815,143.78876,34.662712,40.25438,3.347519,46.630676,19.055222,-35.68076578776041,0.6
90,74,75.08839,80.78983,90.53075,43.037014,122.42659,97.12424,120.063965,166.60866,101.308945,130.34706,62.477844,157.4578,32.168674,102.297905,15.44236,16.334404,2.3626251,36.261597,27.110733,-49.17326609293619,0.6
62,48,121.261375,68.44348,163.94144,29.20924,174.93076,95.46102,173.96364,169.36229,153.05565,148.87305,115.31686,164.79408,98.0412,117.21609,42.68006,27.01754,0.9671173,20.489243,15.921036,-43.79371897379556,0.6
53,28,90.26095,123.385345,121.15025,71.66685,131.76207,154.99026,121.98721,217.18292,109.99479,204.4153,75.16272,213.8238,48.02051,153.60155,30.889305,31.60492,9.774857,12.767624,9.408508,-58.205785115559905,0.6
102,44,113.011826,113.98098,131.25177,55.73837,157.45952,137.18233,153.69864,212.86992,136.81529,167.20361,106.598206,184.24622,81.77909,143.03024,18.239944,23.201347,3.7608795,45.666306,17.042603,-45.07634480794272,0.6
76,54,66.26077,117.160736,113.18562,51.257652,115.202835,115.07129,107.84249,186.37628,78.99259,173.43016,43.81266,197.94388,18.993866,176.87534,46.92485,-2.089447,7.360344,12.946121,24.513718,-9.041453043619782,0.6
74,52,71.06732,100.8754,107.59997,50.325512,112.64872,127.24242,101.49275,208.62802,88.931564,154.39586,59.2452,169.65163,41.421764,131.32663,36.532646,26.36702,11.155968,54.232162,15.255768,-46.23186238606772,0.6
67,55,128.47952,68.17612,162.89778,22.076172,187.52264,76.03523,191.458,133.10564,161.59319,108.767975,125.05951,121.12834,92.65721,100.22539,34.41826,7.8591156,3.9353485,24.337662,12.360367,-20.775263468424484,0.6
85,46,86.55693,106.38794,101.44949,76.46314,110.891365,135.76259,97.51316,203.59344,87.85807,131.26587,40.390633,144.05754,30.692669,114.92772,14.892563,29.37465,13.378204,72.327576,12.791672,-44.71123758951822,0.6
91,94,74.23292,105.037636,109.07597,54.457176,116.94812,103.484184,114.275475,150.30942,97.72395,128.68321,49.60878,135.33325,32.46679,119.59837,34.843056,-1.5534515,2.6726456,21.626205,6.6500397,-18.51024881998697,0.6
102,81,64.85936,118.8618,96.31626,61.70537,102.63244,113.23556,99.09765,168.08583,80.45655,143.19072,46.566414,154.86574,28.62669,133.7499,31.456902,-5.6262436,3.53479,24.895111,11.675018,-21.63086446126303,0.6
64,41,68.06797,90.74543,77.13902,42.24762,97.47789,92.223206,93.48457,156.67236,83.99798,115.20105,63.578358,145.93494,41.05096,116.32834,9.071053,1.4777756,3.9933167,41.471313,30.733887,-22.941111246744782,0.6
54,41,114.371414,40.497467,151.08672,10.524587,159.48616,58.076805,166.0548,124.479416,129.6546,99.284004,86.87017,138.14035,45.12874,98.995834,36.7153,17.579338,6.568634,25.195412,38.856346,-21.63875834147136,0.6
60,46,63.349876,98.787704,95.29933,55.365807,104.92914,138.0617,111.086876,206.54413,90.88664,159.43161,41.415695,166.49744,23.93531,143.03137,31.949455,39.274002,6.1577377,47.11252,7.0658264,-34.45967610677084,0.6
204,152,88.36875,66.65948,114.48741,13.608276,127.791046,67.00528,128.66057,146.37154,109.56196,107.741394,55.688957,142.19707,33.046402,92.541534,26.11866,0.3458023,0.8695221,38.630142,34.455673,-39.561798095703125,0.6
51,41,72.75188,118.10782,120.09985,61.224197,135.87291,143.50114,137.88754,210.55522,115.08609,168.91638,65.59549,178.025,43.56755,146.4992,47.347977,25.393326,2.0146332,41.63884,9.108612,-39.33298746744791,0.6
87,71,100.19089,69.30754,141.74594,38.834282,150.5736,84.95005,151.25735,120.1978,124.728035,92.14457,96.33977,117.04933,76.709335,107.35346,41.555054,15.642509,0.6837616,28.05323,24.904762,-2.4437789916992188,0.6
48,40,140.50255,63.853443,168.47153,42.173653,178.62825,96.03852,179.94395,149.86243,149.14482,127.007996,107.00237,145.36621,67.364136,115.54342,27.968979,32.185078,1.3157043,22.854431,18.358215,-25.202125549316406,0.6
104,51,79.25598,81.2973,91.62749,55.773693,108.34163,121.69886,107.86578,188.17929,91.39071,152.80342,64.972,187.24857,45.19691,144.6575,12.371506,40.401558,0.47584534,35.37587,34.445145,-31.419606526692718,0.6
40,40,87.86329,120.24976,162.59653,58.296307,154.1178,141.90222,143.87578,212.189,106.27211,187.71823,77.13808,210.01622,47.6469,177.4672,74.73324,21.652458,10.24202,24.470764,22.297989,-25.840627034505218,0.6
44,40,121.72702,97.18901,167.65541,49.486046,170.69406,130.67035,160.71484,209.12999,137.19739,179.8167,108.591,209.37111,82.10744,183.75438,45.92839,33.48134,9.979218,29.313293,29.554413,-15.684890747070312,0.6
42,34,44.304337,108.66529,78.69645,76.83912,79.96513,118.182785,76.86919,167.5365,56.72064,138.4332,27.288761,152.48857,10.570874,132.68074,34.392113,9.517494,3.0959473,29.103302,14.055374,-20.13867696126303,0.6
81,54,107.4244,52.52063,144.35222,9.954892,154.42212,56.205326,156.17091,120.06099,138.04927,84.180214,95.051216,130.82196,81.14472,104.595245,36.92782,3.6846962,1.7487946,35.880775,46.641747,-7.092478434244796,0.6
126,100,99.8579,89.632385,117.37874,60.95574,121.430336,113.70624,114.57234,168.43054,97.77588,130.22552,69.3189,141.90576,62.899456,129.04257,17.520836,24.073853,6.857994,38.205017,11.680237,-17.811370849609375,0.6
74,54,86.114624,86.62239,118.15241,54.985157,134.3103,100.055214,132.62291,143.56503,108.950836,118.99754,69.18714,148.31992,42.733994,115.88028,32.03779,13.432823,1.6873932,24.56749,29.322372,-21.080546061197907,0.6
81,65,62.1044,87.47016,104.16159,50.66836,142.20839,103.98735,137.06416,165.97296,112.08047,108.51814,68.05567,136.48877,49.489864,107.19452,42.05719,16.517189,5.144226,57.45482,27.970627,-29.79876708984375,0.6
84,69,106.25471,87.357994,132.80042,32.59522,142.93007,88.57707,141.72972,147.80853,122.171074,125.64368,90.27,139.57713,75.05501,117.80845,26.545708,1.2190781,1.2003479,22.164856,13.933456,-19.868003845214844,0.6
111,82,82.997154,91.645996,105.74434,42.97176,111.69355,95.451126,111.986694,139.06773,96.75511,123.901634,68.323265,132.63878,58.873837,115.970215,22.747185,3.80513,0.29314423,15.1661,8.737144,-15.899169921875,0.6
425,309,69.75144,134.37465,85.63618,112.97348,94.03151,140.22704,94.30678,174.5333,80.04006,159.82812,68.93171,177.2192,50.21295,135.60706,15.884735,5.8523865,0.27526855,14.70517,17.391068,-34.91982014973959,0.6
425,309,78.375046,146.17207,98.77747,115.49132,111.25975,145.6463,108.02312,186.70016,104.779884,160.69539,86.93793,177.9995,79.79569,173.44003,20.402428,-0.5257721,3.2366333,26.004776,17.304108,-1.6916605631510322,0.6
425,309,76.32975,143.45374,92.88923,111.729965,104.07252,139.0776,101.23148,172.77455,90.579926,162.89427,53.805466,172.33682,38.554764,153.02435,16.559479,-4.376129,2.841034,9.88028,9.442551,-16.310862223307282,0.6
425,309,53.164524,146.26991,95.18755,119.92549,92.798546,145.60056,84.20733,185.37381,72.71066,163.86555,49.633324,173.9828,36.03339,154.6604,42.02303,-0.6693573,8.591217,21.508255,10.117249,-19.746988932291657,0.6
425,309,83.52709,142.96107,101.68974,122.72799,102.15502,149.24652,96.87778,187.7001,90.167656,167.58307,76.409996,186.1174,66.56619,165.11966,18.162651,6.285446,5.2772446,20.117035,18.534332,-15.347198486328125,0.6
425,309,58.331562,113.05147,69.49227,85.642265,74.27809,119.22669,71.35119,157.46196,58.94354,139.63927,45.899933,154.44325,28.598618,107.420044,11.160709,6.1752243,2.9269028,17.822693,14.803986,-43.09478759765625,0.6
425,309,109.24657,132.65901,126.94156,120.0096,125.276215,147.40419,123.45947,183.04231,108.190155,162.73045,87.82102,181.61366,72.40907,164.98344,17.694992,14.745178,1.816742,20.31186,18.88321,-10.812026977539062,0.6
425,309,84.2278,115.34081,94.42301,87.3961,113.77722,120.81709,113.19479,155.88115,98.87881,141.3378,80.46227,142.2972,64.8603,125.55954,10.195213,5.47628,0.582428,14.54335,0.95939636,-20.945831298828125,0.6
425,309,82.52507,105.88112,96.38286,82.74667,106.44614,120.28786,104.108154,159.02692,95.7056,139.15955,74.46223,153.48654,61.617287,143.71017,13.857788,14.406738,2.3379822,19.86737,14.326996,-6.847493489583343,0.6
452,337,65.69678,99.044815,76.755844,90.34644,82.84062,117.72602,79.146835,146.71567,70.01963,124.56769,52.743973,135.01582,38.93345,123.818535,11.059067,18.681206,3.6937866,22.14798,10.448135,-11.614529927571624,0.6
452,337,50.459084,107.62059,68.71893,90.659584,70.55881,118.42571,66.72443,147.97104,56.202488,128.14813,39.247086,138.60587,25.429958,117.499435,18.25985,10.805122,3.834381,19.822906,10.457733,-20.74224344889322,0.6
452,337,67.86253,109.19284,82.70398,94.13236,88.206604,119.633125,82.36513,151.33292,74.56133,127.51496,58.266792,153.21758,42.702164,133.39966,14.841446,10.440285,5.8414764,23.817955,25.702614,-10.622151692708343,0.6
452,337,61.37383,105.93757,63.654823,91.48751,81.51828,117.99257,75.90822,151.1831,65.09644,131.02254,39.576614,149.67477,24.05296,136.80766,2.2809944,12.055,5.6100616,20.160568,18.652237,-7.15247090657553,0.6
452,337,116.80771,105.94053,128.53282,93.40227,133.2792,121.51285,128.52325,152.60297,118.15674,131.93968,101.35672,147.80222,93.09276,136.44113,11.725113,15.572319,4.755951,20.663284,15.862534,-7.673828125,0.6
452,337,31.266314,117.04344,51.807026,93.98703,54.464436,121.18387,50.089054,150.85527,38.87516,136.54297,22.944147,150.81554,12.275245,139.65227,20.540712,4.1404266,4.3753815,14.312302,14.272568,-6.41900126139322,0.6
452,337,9.044647,11.196482,72.647354,102.146774,83.616776,124.133026,70.943954,159.25594,65.042206,127.03572,55.88574,135.42404,35.743282,127.31681,63.602707,112.93655,12.672821,32.220215,8.388321,-13.255088806152344,0.6
425,309,97.51329,112.53386,110.69121,89.71125,113.393265,120.12131,110.89561,153.73769,101.465,132.29173,81.02533,145.478,64.61311,134.25922,13.1779175,7.587448,2.4976578,21.445953,13.186264,-9.576588948567718,0.6
425,309,58.331562,113.05147,69.49227,85.642265,74.27809,119.22669,71.35119,157.46196,58.94354,139.63927,45.899933,154.44325,28.598618,107.420044,11.160709,6.1752243,2.9269028,17.822693,14.803986,-43.09478759765625,0.6
452,337,68.74782,103.437164,76.51985,96.892685,80.69813,122.94558,78.078476,150.61035,67.355415,125.524155,49.006767,137.2038,35.778137,129.55688,7.7720337,19.508415,2.6196518,25.086197,11.679642,-8.222554524739593,0.6
452,337,80.43108,103.25777,96.34156,88.36928,101.331825,116.74545,95.40888,144.83398,86.058685,113.21534,59.90008,125.73336,52.00442,113.65608,15.910477,13.487686,5.922943,31.618645,12.518021,-14.271479288736984,0.6
425,309,82.52507,105.88112,96.38286,82.74667,106.44614,120.28786,104.108154,159.02692,95.7056,139.15955,74.46223,153.48654,61.617287,143.71017,13.857788,14.406738,2.3379822,19.86737,14.326996,-6.847493489583343,0.6
425,309,84.58274,106.45003,96.1633,87.80305,108.68831,120.307785,105.54509,153.50922,95.26683,136.61172,68.76021,138.1472,56.817635,117.52895,11.580559,13.857758,3.143219,16.897491,1.5354767,-25.227088928222656,0.6
452,337,93.170746,181.06186,107.81945,161.83655,111.20366,189.88431,106.05391,218.65826,96.984116,205.72974,82.79159,219.33667,72.520134,207.0605,14.648705,8.822449,5.1497498,12.928528,13.606934,-7.5143890380859375,0.6
452,337,69.3195,183.56352,86.04797,159.36765,89.73715,186.76688,84.62877,218.73746,76.037796,205.24127,62.997345,214.57654,42.427532,188.76527,16.72847,3.203354,5.108383,13.496185,9.335266,-24.08649190266928,0.6
452,337,98.760765,104.49663,109.86401,89.33784,112.57793,120.40098,110.47822,151.74698,102.19662,132.72226,85.545074,146.90999,73.566864,136.39659,11.103249,15.90435,2.0997086,19.02472,14.187729,-7.39647928873697,0.6
452,337,95.3364,170.90607,108.10744,157.01897,114.72496,188.3912,110.27123,219.40327,106.07847,205.39543,89.751366,212.63269,78.36519,198.835,12.771034,17.485138,4.4537277,14.007843,7.237259,-13.642125447591155,0.6
452,337,90.64884,178.24147,106.4481,159.38184,116.26823,188.8659,113.768105,219.771,104.91842,198.7904,85.07787,206.13477,68.30756,179.90892,15.799255,10.624435,2.500122,20.98059,7.3443604,-28.323135375976562,0.6
91,55,115.081154,77.46764,134.83847,29.298836,143.1337,80.88028,139.61914,139.97728,123.6682,139.98329,93.6232,169.46689,65.20791,48.79111,19.757317,3.4126358,3.514557,-0.006011963,29.483597,-101.01804224650064,0.7
78,61,122.99429,85.090225,148.15671,43.866547,155.85117,100.58583,155.80641,147.26573,145.21652,140.89787,79.6414,166.27513,64.110596,111.32425,25.162415,15.495605,0.04475403,6.367859,25.377258,-40.15532430013022,0.7
99,71,105.80336,101.58498,126.83302,73.028786,138.1931,123.064316,131.35999,176.94254,120.46152,161.4536,83.33155,164.31242,72.28257,93.75028,21.029663,21.47934,6.8331146,15.488937,2.8588257,-73.8192367553711,0.7
52,30,124.64316,106.50574,143.98555,67.533005,165.38861,127.996735,157.68748,196.96373,145.69589,179.77559,93.29347,199.74878,61.77642,104.73314,19.342392,21.490997,7.701126,17.18814,19.97319,-87.42956034342447,0.7
44,35,5.437215,5.9439673,103.28841,72.308075,111.696304,126.18263,99.59679,190.71426,87.22472,147.7919,52.655777,166.39017,22.042103,82.4932,97.85119,120.23866,12.099518,42.922363,18.598267,-85.80557505289713,0.7
52,35,124.07467,95.41615,137.69942,59.428677,160.26807,104.24526,159.67474,147.44931,142.027,131.70294,108.11629,158.55373,84.724205,102.699,13.624748,8.829109,0.59332275,15.746368,26.850784,-43.203000386556,0.7
92,64,107.41958,89.87154,137.15956,79.91177,140.50984,117.93794,139.12819,156.77647,122.762596,135.28127,83.42796,138.95499,59.686672,101.22824,29.739983,28.066406,1.3816528,21.495209,3.6737213,-42.44266764322916,0.7
99,106,91.625946,69.90278,128.40639,47.1745,139.06491,93.29549,122.84256,140.52248,105.52006,123.394196,56.860992,131.1856,50.760815,97.878624,36.78044,23.392708,16.222351,17.12828,7.791397,-33.822141011556,0.7
77,63,101.74661,75.952126,116.431854,47.909107,147.34814,104.907715,154.49516,170.38101,124.48636,142.97464,79.71981,177.56961,30.285303,131.33743,14.685242,28.95559,7.1470184,27.406372,34.59497,-32.3043212890625,0.7
76,55,108.30695,70.807915,132.79903,47.295807,162.07283,114.27587,168.95108,180.00032,135.33388,153.16675,106.585724,161.56834,69.92127,145.0551,24.492073,43.467957,6.87825,26.833572,8.401596,-19.856704711914062,0.7
65,47,141.08904,67.278625,152.62202,41.71547,167.11102,98.07417,166.94891,165.06187,143.51973,133.30255,115.37973,137.49657,83.375656,70.32937,11.5329895,30.795547,0.16210938,31.759323,4.1940155,-74.957639058431,0.7
74,60,111.78096,81.7176,131.46133,38.240353,139.39166,91.207886,136.99615,154.30585,126.31388,125.18169,91.510475,144.10101,66.19138,41.088882,19.680374,9.490288,2.3955078,29.12416,18.919327,-100.10730489095053,0.7
200,127,114.3088,93.422134,133.8565,86.84093,135.5855,146.68315,130.82861,206.5668,110.60038,166.91345,82.10624,169.10234,61.354828,134.27635,19.547707,53.261017,4.7568817,39.65335,2.1888885,-46.584508260091155,0.7
69,48,100.95226,106.355095,110.49814,80.66085,131.15945,127.447845,129.45247,180.02525,113.33122,148.13318,69.298775,153.47327,48.71496,76.24643,9.545876,21.09275,1.7069855,31.892075,5.340088,-84.29747517903647,0.7
100,60,86.13861,57.199467,100.802475,16.328972,115.3152,77.24643,127.96748,155.31393,111.97478,127.93265,83.105156,157.19806,52.742393,119.42952,14.663864,20.046963,12.652283,27.381287,29.265411,-27.385360717773438,0.7
71,48,81.22878,115.92503,103.04837,82.86018,112.33706,141.56725,105.55134,200.2793,92.86648,180.96509,61.542557,199.85513,43.771965,154.71335,21.819588,25.642212,6.785721,19.314209,18.890045,-38.986480712890625,0.7
46,52,145.90242,123.86934,170.74153,90.45668,181.96333,142.90892,173.76477,204.5504,144.9469,177.04962,97.72761,186.97363,63.767235,155.64394,24.839111,19.039581,8.198563,27.500778,9.924011,-33.88062032063803,0.7
53,20,127.76259,66.74099,139.57814,27.672466,146.21521,93.52171,148.2974,169.00568,133.9062,143.579,104.068245,167.67761,85.19561,122.45553,11.815552,26.780724,2.0821838,25.426682,24.098618,-37.63189442952475,0.7
68,44,108.30592,62.695625,130.71944,38.69814,139.34396,97.83263,121.9004,178.29176,8.83337,6.094433,86.8041,151.25467,67.915,101.17922,22.413513,35.137,17.443565,172.19733,145.16023,-10.701067606608078,0.7
88,38,114.17543,88.26383,150.56528,17.177454,161.38719,70.76836,156.27136,149.08467,130.63199,127.78833,82.93397,169.31361,53.411743,136.02258,36.389847,-17.495476,5.1158295,21.29634,41.525284,-12.706278483072907,0.7
102,46,94.008064,126.11931,116.44624,58.81493,140.75768,121.487854,133.68712,192.28224,117.70767,176.06302,83.74544,197.08937,57.957275,149.438,22.438179,-4.6314545,7.0705566,16.219223,21.026352,-39.04020690917969,0.7
156,93,89.951965,139.0992,140.63962,62.696335,150.42436,133.87532,136.7306,206.3871,117.42786,176.8134,84.59918,209.91774,63.362938,185.94557,50.687653,-5.223877,13.693756,29.5737,33.10434,-11.76050313313803,0.7
135,75,141.5573,78.30553,158.15776,44.118504,173.94714,119.048,178.80173,195.36702,160.44539,157.1981,113.11995,181.07755,71.511444,101.72065,16.600464,40.74247,4.8545837,38.168915,23.87944,-76.16025034586588,0.7
118,66,94.61297,90.18135,131.9522,53.776234,137.0948,125.67767,133.41249,196.87257,104.82907,169.51584,65.99827,167.33507,44.081474,138.02255,37.339226,35.496323,3.682312,27.356735,-2.1807709,-39.885284423828125,0.7
201,93,44.097973,87.0871,63.144928,38.844704,79.09243,110.5442,75.5421,191.482,62.06542,152.10612,28.985817,178.42062,14.874351,148.43349,19.046955,23.4571,3.550331,39.37587,26.314499,-25.569442749023438,0.7
71,40,132.67332,109.44732,138.91997,84.83948,158.31876,132.35416,157.54382,187.6184,144.0753,162.88303,108.35844,168.60138,82.92078,98.5472,6.246643,22.906837,0.77493286,24.735367,5.7183533,-74.4870580037435,0.7
90,86,135.80635,80.57834,152.0452,57.40853,150.92052,106.3097,144.70865,164.3895,131.98976,143.08769,98.17285,152.22652,73.22986,107.570175,16.238846,25.731361,6.2118683,21.301804,9.138824,-45.66438293457031,0.7
153,129,103.17217,124.30531,136.23494,83.43729,155.9537,123.53706,148.63289,187.03978,129.22968,156.82263,72.1504,174.01036,30.046638,132.70163,33.062767,-0.7682495,7.320816,30.217148,17.187729,-39.922637939453125,0.7
60,69,134.47878,74.92291,145.84254,36.76456,174.36873,91.510796,168.36006,157.20488,153.39667,115.07727,89.6885,126.28031,77.322784,69.22969,11.36377,16.587883,6.008667,42.12761,11.203041,-63.62446594238281,0.7
124,130,109.52634,82.6409,142.78183,65.08557,156.2828,114.76607,149.77708,170.43214,122.40216,150.22572,77.28577,165.5996,49.86574,112.37293,33.255493,32.125168,6.505722,20.20642,15.373871,-49.71288299560547,0.7
80,54,82.75258,67.04733,117.47534,14.292802,137.7254,80.77362,135.40695,186.1089,109.0143,135.15462,54.10984,172.52414,26.972649,112.95913,34.722763,13.726288,2.318451,50.954285,37.369522,-51.636756896972656,0.7
55,77,100.49828,76.044525,139.91779,33.55842,174.61447,83.304016,169.07779,148.5839,140.02835,108.87632,61.223217,134.83084,29.182972,108.74734,39.419502,7.259491,5.536682,39.707573,25.954521,-22.01634470621744,0.7
96,72,128.572,74.50503,142.49,55.346916,156.31793,120.21788,144.97908,198.14432,125.594475,134.5183,56.940014,141.05147,36.411465,53.051296,13.917999,45.712852,11.338852,63.626022,6.5331726,-104.85338719685873,0.7
121,71,103.45035,70.25213,139.97345,36.154243,141.4775,91.693726,138.31345,151.82336,120.51723,127.23044,89.30873,135.8923,71.69827,116.93462,36.5231,21.441597,3.1640472,24.592926,8.661865,-21.38074493408203,0.7
113,75,112.093315,97.560425,123.55651,81.4279,133.82617,126.2925,121.45273,183.66269,117.76241,145.0786,90.03043,167.51027,85.56186,83.881096,11.463196,28.732079,12.373444,38.58409,22.431671,-81.53607940673828,0.7
101,72,117.61522,87.915276,131.05017,68.118706,144.44917,110.58535,142.6428,153.55876,124.42855,143.37395,98.70709,153.35625,75.33142,131.1822,13.434952,22.670074,1.806366,10.184814,9.9823,-18.914108276367188,0.7
56,41,108.579796,67.38168,127.58786,48.49074,139.54086,105.17588,136.60909,165.69536,117.64246,136.7574,72.767456,135.8762,53.08736,63.517056,19.008064,37.794197,2.931778,28.937958,-0.88119507,-82.59260431925455,0.7
93,61,105.81303,79.46155,138.9748,23.865368,156.04514,91.93008,153.40894,180.3752,131.99399,143.26566,86.202446,170.90201,61.977833,130.40594,33.161766,12.468529,2.6362,37.109543,27.636353,-34.441680908203125,0.7
93,63,75.36881,59.768917,90.647064,37.25084,107.626335,90.86326,107.364456,155.73486,99.52701,125.23893,67.40162,145.64749,40.431118,121.03867,15.278252,31.094341,0.26187897,30.495934,20.408562,-21.168418884277344,0.7
208,132,107.88539,59.09864,118.31372,50.560253,126.04094,108.38755,119.53646,174.62148,101.60238,116.963036,71.88583,144.77475,57.529934,115.831406,10.428329,49.28891,6.5044785,57.65844,27.811714,-29.621678670247405,0.7
149,109,94.23479,68.86945,111.612946,50.379333,112.21138,111.16646,102.51506,172.59818,92.82026,136.47641,52.65481,160.27475,49.36218,78.52049,17.378159,42.297005,9.69632,36.121765,23.79834,-77.92928568522134,0.7
70,50,112.40049,64.07945,131.38197,57.36865,135.1803,115.161606,131.80276,175.62566,103.17893,129.24706,78.082886,156.6352,58.178707,44.534977,18.981483,51.082153,3.377533,46.3786,27.388138,-109.30099105834961,0.7
100,66,94.98156,63.847797,105.94426,34.874084,136.5573,103.17381,138.98987,148.96848,8.469698,7.456005,5.6224318,1.4203801,4.8237987,14.114407,10.9627,39.326015,2.4325714,141.51247,-6.035625,-38.50054804484049,0.7
136,100,104.75065,54.058517,116.33421,21.163101,134.45184,82.69857,134.62868,163.37682,111.314476,124.86104,80.73139,132.51549,62.207283,76.91138,11.583565,28.640053,0.1768341,38.515778,7.6544495,-63.33974202473959,0.7
158,115,137.07463,60.520237,154.51834,53.445404,159.38371,114.34741,147.87808,180.5348,111.58106,117.44356,68.479164,135.69211,61.464603,65.538704,17.44371,53.827175,11.5056305,63.091248,18.24855,-79.01811981201172,0.7
87,60,103.87082,86.818855,119.70855,48.63474,138.32013,108.0466,133.82399,175.86597,115.11003,138.6442,80.90282,149.38345,63.799984,93.961105,15.83773,21.227745,4.4961395,37.22177,10.739258,-60.67009989420572,0.7
92,63,81.38163,98.8472,124.17215,28.516073,146.34554,93.144684,142.56601,172.10211,116.8707,141.50739,63.715405,167.58649,41.3167,148.44603,42.79052,-5.7025146,3.7795258,30.594727,26.079102,-11.95263163248697,0.7
122,84,111.607124,55.593323,136.58377,36.064575,144.85683,92.907684,142.98848,158.11595,120.17421,126.6174,63.184097,145.69832,34.129345,115.3698,24.976646,37.31436,1.8683472,31.49855,19.080917,-28.10741678873697,0.7
50,36,133.38933,64.40025,162.45517,55.199165,158.60876,94.17532,140.19914,144.71437,135.8488,111.55792,81.05948,112.281235,73.5216,86.90899,29.065842,29.77507,18.409622,33.15645,0.7233124,-35.9421869913737,0.7
